NumEvents,5
Best Single,14.461,Connie Miller,Best AO5,21.381,Cadie Ross,"[22.383, 22.555, 19.213, 18.945, 22.547]"
First Name,Last Name,Age,Expected Time,Consistency,Best Placing,AVG Placing,Wins,Podiums,Best Single,Best AO5,Best AO5 Times
Victoria,Carter,19,32.766,4.05,219,219.0,0,0,24.317,31.448,"[40.898, 34.907, 24.317, 24.764, 34.673]"
Victor,Ferguson,29,32.902,4.6,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Audrey,Hunt,23,31.416,5.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Thomas,Brooks,22,33.522,3.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Penelope,Fowler,22,34.783,4.38,405,405,0,0,28.49,35.087,"[32.315, 41.507, 28.49, 38.356, 34.59]"
Frederick,Hall,25,31.187,4.05,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Catherine,Lloyd,27,31.22,4.81,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daniel,Chapman,28,32.904,4.62,175,175.0,0,0,26.846,30.907,"[30.427, 29.003, 33.291, 26.846, 35.794]"
Stella,Chapman,28,31.173,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Cunningham,20,32.797,4.47,29,29.0,0,0,19.82,28.117,"[24.473, 30.577, 28.405, 32.504, 25.37]"
Hailey,Henderson,28,29.894,5.3,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Robinson,23,31.658,3.55,328,328.0,0,0,30.309,33.208,"[32.487, 38.993, 32.99, 30.309, 34.147]"
Anna,Murphy,19,36.068,3.83,282,282.0,0,0,27.939,32.465,"[33.43, 34.814, 31.473, 27.939, 32.492]"
Charlotte,Jones,26,34.695,4.92,180,180.0,N/A,N/A,29.912,33.732,"[33.908, 36.382, 38.571, 29.912, 30.905]"
Rubie,Allen,25,32.774,4.16,94,94.0,0,0,28.681,29.439,"[29.231, 32.518, 29.883, 29.202, 28.681]"
Edwin,Myers,24,31.134,3.94,92,92.0,0,0,29.276,33.379,"[33.139, 29.276, 31.708, 35.29, 36.39]"
Jessica,Hamilton,18,31.147,3.8,172,172.0,0,0,29.416,30.905,"[29.416, 35.087, 32.355, 30.235, 30.125]"
Ashton,Cameron,26,30.321,4.17,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mary,Davis,21,30.638,4.33,51,84.8,0,0,26.395,31.141,"[32.738, 'DNF', 32.113, 26.395, 28.573]"
Carl,Kelley,24,32.987,5.18,445,445.0,0,0,31.082,36.083,"[31.082, 32.94, 40.754, 36.037, 39.271]"
Clark,Harrison,29,31.055,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adison,Thomas,21,35.195,4.92,215,215.0,N/A,N/A,33.539,35.627,"[38.06, 38.119, 33.539, 35.2, 33.622]"
Ned,Carroll,30,31.901,3.92,376,376.0,0,0,28.545,34.233,"[35.668, 36.935, 28.545, 30.097, 36.995]"
Dainton,Perkins,30,30.357,4.42,210,210.0,0,0,19.885,31.3,"[31.816, 33.485, 19.885, 28.598, 34.327]"
Carina,Davis,18,31.613,4.2,91,167.0,0,0,29.069,33.298,"[32.864, 29.069, 38.126, 33.167, 33.864]"
Walter,West,22,28.399,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike,Myers,26,28.473,4.78,49,49,0,0,16.627,28.428,"[16.627, 'DNF', 27.287, 35.2, 22.798]"
Adison,Spencer,26,31.704,3.99,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tiana,Johnson,27,31.959,4.32,426,426.0,0,0,25.613,35.476,"[35.732, 37.245, 25.613, 37.278, 33.451]"
Valeria,Campbell,27,33.165,3.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vivian,Baker,29,28.751,4.11,4,4.0,0,0,18.199,24.331,"[18.199, 28.25, 31.44, 18.298, 26.445]"
Catherine,Elliott,28,34.647,4.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edgar,Chapman,26,33.087,3.95,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Madaline,Riley,21,34.276,3.72,390,390.0,0,0,29.2,34.524,"[29.2, 35.111, 34.856, 35.765, 33.604]"
Catherine,Cunningham,20,32.097,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexander,Elliott,30,33.839,5.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria,Ellis,29,29.384,4.33,9,9.25,0,0,19.356,25.601,"[27.507, 24.374, 22.589, 31.726, 24.923]"
Dominik,Turner,30,36.176,4.73,384,384,0,0,30.339,34.602,"[42.729, 30.339, 32.908, 33.686, 37.212]"
Stella,Thompson,28,31.959,4.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Reid,Montgomery,27,33.519,3.37,334,334,0,0,29.481,33.652,"['DNF', 29.481, 32.864, 34.764, 33.329]"
Elise,Casey,19,29.964,4.0,25,35.0,0,0,24.576,27.127,"[26.77, 24.576, 29.743, 30.152, 24.869]"
Carina,Grant,26,29.935,5.03,60,60.0,N/A,N/A,22.17,28.983,"[25.608, 24.018, 28.404, 32.936, 33.831]"
Eleanor,Harper,20,34.761,4.59,456,456,0,0,32.133,36.745,"[32.133, 39.037, 41.415, 33.432, 37.767]"
Alberta,Spencer,21,31.952,3.96,157,157.0,0,0,26.424,34.371,"[31.818, 36.241, 36.49, 35.055, 26.424]"
Sawyer,Johnson,22,30.246,4.25,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maddie,Miller,27,33.016,3.84,181,181.0,N/A,N/A,30.059,33.741,"[35.496, 30.059, 33.106, 41.137, 32.622]"
Aiden,Barrett,27,34.022,4.38,423,423.0,0,0,31.353,35.435,"[31.353, 38.916, 31.66, 35.729, 39.537]"
Alford,Johnston,22,31.855,4.19,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria,Ross,22,29.494,4.21,5,5,0,0,21.988,24.96,"[21.988, 23.225, 29.367, 34.394, 22.288]"
Samantha,Hunt,18,30.126,4.02,92,92,0,0,24.118,29.646,"[24.118, 31.263, 24.966, 32.71, 33.41]"
Carlos,Higgins,28,33.682,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Violet,Anderson,20,31.59,4.23,69,94.4,0,0,25.002,30.994,"[38.301, 34.524, 27.965, 30.492, 25.002]"
Adison,Ellis,21,38.612,4.76,493,493.0,0,0,37.614,40.822,"[40.71, 39.55, 37.614, 46.909, 42.207]"
Maddie,Baker,27,31.835,4.6,131,131.0,0,0,23.698,30.219,"[34.481, 23.925, 38.333, 23.698, 32.25]"
Joyce,Kelly,20,31.451,4.29,66,116.2,0,0,25.863,28.774,"[32.213, 28.592, 28.32, 27.935, 29.41]"
Nicole,Morris,21,34.434,3.83,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adam,Elliott,18,35.755,4.55,475,475,0,0,31.569,37.925,"[38.959, 31.569, 42.954, 36.142, 38.674]"
Emma,Morgan,29,33.458,4.5,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Andrew,Douglas,29,31.5,4.35,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Patrick,Perkins,28,33.094,5.08,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carlos,Armstrong,25,31.079,4.03,222,222.0,0,0,28.027,31.464,"[31.832, 30.229, 34.329, 32.332, 28.027]"
Miley,Craig,28,30.957,3.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daryl,Ferguson,26,31.98,4.59,134,150.0,0,0,24.165,31.763,"[32.04, 30.999, 32.251, 28.604, 36.242]"
Ryan,Kelly,21,29.439,3.84,124,124,0,0,23.574,30.356,"[33.31, 33.974, 31.064, 26.694, 23.574]"
Melanie,Clark,19,27.943,4.18,2,2.0,N/A,1,18.709,24.419,"[27.022, 20.947, 31.397, 23.648, 22.588]"
Adrian,Walker,29,32.181,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sophia,Richards,20,33.0,3.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Clark,Montgomery,30,32.657,4.26,388,388.0,0,0,26.231,34.481,"[26.231, 39.055, 32.47, 'DNF', 31.917]"
James,Jones,28,31.511,4.65,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Grace,Brooks,18,31.779,4.57,37,56.6,0,0,25.249,30.187,"[31.175, 28.737, 26.079, 36.948, 30.65]"
Edgar,Cole,26,33.516,4.06,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chloe,Watson,30,33.145,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Natalie,Morrison,26,34.885,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Albert,Owens,28,29.568,3.88,66,91.6,0,0,23.13,29.348,"[26.209, 27.506, 30.094, 30.445, 30.944]"
Chloe,Johnson,20,30.383,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Joyce,Perry,30,29.812,4.86,50,50.0,N/A,N/A,20.574,25.401,"[21.165, 20.574, 28.188, 26.892, 28.146]"
Carl,Adams,25,33.3,4.43,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emily,Higgins,29,29.552,3.88,17,27.67,0,0,23.738,28.806,"[30.117, 27.256, 31.628, 27.482, 28.819]"
Ned,Wilson,21,32.648,4.48,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Daisy,Wright,30,30.809,4.41,156,156.0,0,0,25.18,30.624,"[35.774, 25.18, 27.753, 28.344, 39.166]"
Ryan,Miller,29,33.257,4.34,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lyndon,Williams,19,34.355,4.61,360,360,0,0,27.495,34.158,"[37.174, 'DNF', 27.495, 29.593, 35.708]"
Edgar,Allen,20,36.433,4.71,237,237.0,N/A,N/A,33.853,36.89,"['DNF', 39.021, 33.853, 35.281, 36.368]"
Brianna,Allen,19,29.684,3.93,120,120.0,0,0,23.328,33.25,"['DNF', 31.055, 32.08, 23.328, 36.616]"
Garry,Cooper,29,30.503,4.94,24,24.0,0,0,23.469,27.429,"[27.912, 28.942, 26.599, 27.776, 23.469]"
Sawyer,Casey,22,33.275,4.07,139,139.0,N/A,N/A,29.973,32.435,"[30.348, 38.119, 31.022, 29.973, 35.935]"
Stuart,Turner,23,31.828,3.81,99,99.0,0,0,25.479,29.592,"[35.917, 27.372, 27.261, 25.479, 34.144]"
Ashton,Holmes,30,33.631,5.03,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amelia,Montgomery,21,34.627,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria,Rogers,22,33.605,4.71,349,349,0,0,29.962,34.013,"['DNF', 32.612, 29.962, 32.875, 36.551]"
Heather,Murray,27,30.248,4.28,91,91,0,0,25.529,29.635,"[30.617, 26.94, 25.529, 35.99, 31.349]"
Bruce,Grant,29,31.568,4.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Camila,Hawkins,19,36.241,4.73,475,475.0,0,0,34.586,37.763,"[35.097, 40.303, 37.889, 34.586, 44.438]"
Adam,Allen,23,32.021,4.59,15,15.0,0,0,18.849,26.342,"[27.096, 21.584, 18.849, 34.94, 30.346]"
Aiden,Hall,19,32.532,4.82,140,140.0,N/A,N/A,27.34,32.471,"[33.034, 33.293, 31.085, 35.222, 27.34]"
Penelope,Warren,20,33.226,3.29,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Antony,Baker,21,35.663,4.35,480,480.0,0,0,33.997,38.138,"[41.035, 40.841, 34.162, 39.41, 33.997]"
Ted,Edwards,22,29.935,4.59,74,162.8,0,0,25.011,29.257,"[28.388, 30.204, 29.18, 30.64, 25.87]"
Maximilian,Robinson,20,30.08,4.11,168,168,0,0,28.611,30.948,"[28.611, 31.009, 31.394, 34.024, 30.442]"
Clark,Grant,19,33.074,4.84,115,195.0,0,0,21.561,31.731,"[33.72, 27.364, 40.492, 30.378, 31.095]"
Jared,Lloyd,22,32.597,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Heather,Ferguson,28,28.978,3.52,21,38.0,0,0,25.507,27.282,"[29.88, 25.507, 25.633, 31.319, 26.334]"
Jasmine,Kelley,18,31.729,4.07,288,288.0,0,0,27.519,32.562,"[34.353, 27.519, 'DNF', 30.43, 32.903]"
Richard,Payne,18,33.239,4.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Olivia,Farrell,26,30.481,4.38,78,78.0,0,0,26.715,31.584,"[32.656, 36.521, 29.035, 33.062, 26.715]"
Lucia,Perry,20,30.664,4.01,100,180.8,0,0,26.472,29.891,"[30.049, 30.048, 26.472, 32.93, 29.576]"
James,Cooper,30,29.673,4.66,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Honey,Ferguson,21,33.464,4.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adison,Richards,19,29.233,3.98,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alisa,Robinson,21,31.152,4.14,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alford,Douglas,20,33.532,4.55,198,198.0,0,0,37.366,39.464,"[40.957, 37.723, 44.131, 37.366, 39.711]"
Ashton,Reed,18,33.884,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Aldus,Taylor,22,31.405,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Connie,Gray,22,38.715,4.35,441,441,0,0,30.502,36.121,"[30.502, 37.999, 35.83, 34.533, 41.43]"
Miley,Wilson,20,32.023,5.01,118,134.2,0,0,27.944,31.603,"[30.959, 28.228, 35.791, 35.622, 27.944]"
Eleanor,Carter,21,28.426,5.41,8,8.0,0,0,16.629,26.135,"[23.175, 21.169, 29.933, 25.296, 31.736]"
Hailey,Brown,27,31.564,4.42,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adison,Armstrong,25,29.577,4.04,47,47.0,0,0,21.526,30.982,"[21.526, 37.369, 25.035, 33.723, 34.188]"
Amelia,Grant,20,28.032,4.43,3,3.8,0,2,17.334,24.303,"[17.907, 27.306, 23.055, 22.549, 35.302]"
Melanie,Ryan,30,36.301,4.84,465,465.0,0,0,31.911,37.128,"[34.043, 43.19, 31.911, 45.795, 34.15]"
Nicole,Andrews,30,33.039,3.31,285,285,0,0,31.618,32.803,"[31.618, 31.932, 32.333, 38.002, 34.143]"
Leonardo,Dixon,29,34.425,4.7,482,482,0,0,29.999,38.49,"[42.366, 36.176, 40.738, 38.556, 29.999]"
Edwin,Harper,28,33.24,4.13,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Myra,Payne,18,33.711,4.32,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alina,Barrett,22,34.723,4.35,463,463.0,0,0,27.544,36.928,"['DNF', 35.907, 37.19, 37.686, 27.544]"
Tess,Johnson,30,32.926,4.27,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Spike,Turner,21,31.694,4.77,101,101,0,0,19.568,29.893,"[27.406, 19.568, 36.543, 30.152, 32.122]"
Tess,Thomas,25,33.005,4.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sofia,Hawkins,21,29.592,4.36,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ashton,Foster,23,30.942,4.81,106,184.2,0,0,24.581,29.742,"[30.73, 33.996, 31.866, 24.581, 26.629]"
Alina,Hall,27,31.134,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jack,Rogers,25,34.252,4.97,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edwin,Fowler,21,30.045,4.23,167,167,0,0,28.546,30.946,"[32.26, 39.417, 28.546, 28.744, 31.833]"
Arthur,Higgins,27,30.357,4.19,129,129.0,0,0,27.547,30.199,"[30.401, 'DNF', 28.324, 27.547, 31.871]"
James,Thomas,25,31.788,4.12,158,175.0,0,0,24.089,30.704,"[34.587, 33.88, 24.089, 27.471, 30.761]"
Alisa,Baker,30,35.492,3.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lyndon,Montgomery,29,31.593,4.11,234,234.0,0,0,27.291,31.677,"[39.065, 29.07, 32.262, 27.291, 33.699]"
Charlotte,Ryan,25,32.17,3.64,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Myra,Carter,20,30.734,4.39,46,128.67,0,0,27.039,30.871,"[29.856, 'DNF', 33.876, 28.881, 28.61]"
Alexander,Alexander,18,31.77,4.49,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edgar,Perkins,29,33.859,4.88,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Fiona,Clark,22,33.929,3.86,132,132.0,0,0,30.615,36.172,"[30.615, 36.699, 34.816, 37.0, 44.061]"
Eric,Armstrong,18,35.394,4.28,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Oliver,Richards,21,31.237,4.15,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Belinda,Richardson,26,32.427,4.75,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lucy,Harris,20,30.115,5.17,30,204.8,0,0,22.254,28.482,"[28.441, 24.672, 40.048, 23.303, 32.334]"
Arnold,Miller,24,33.088,4.61,273,340.2,0,0,24.58,32.671,"[24.58, 34.609, 36.113, 31.78, 31.623]"
Dainton,Baker,23,31.817,4.59,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Garry,Gray,27,33.879,4.0,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Violet,Allen,26,30.057,3.75,27,27.0,0,0,24.893,28.708,"[26.865, 27.591, 31.668, 26.201, 34.505]"
Arianna,Barnes,22,29.78,3.84,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Luke,Chapman,26,32.769,3.98,220,220.0,0,0,26.223,31.456,"[31.498, 38.192, 29.66, 26.223, 33.211]"
Olivia,Grant,25,30.833,4.22,65,116.0,0,0,25.675,28.712,"[28.337, 28.698, 28.677, 28.76, 34.533]"
Marcus,Johnson,20,33.66,4.2,471,471,0,0,27.822,37.273,"[27.822, 36.727, 35.464, 'DNF', 39.627]"
Kristian,Andrews,27,33.91,4.73,223,223.0,N/A,N/A,33.599,35.89,"[34.363, 37.532, 33.599, 39.159, 35.774]"
Natalie,Stevens,29,31.297,4.58,59,59.4,0,0,18.272,27.258,"[28.509, 31.464, 21.8, 35.313, 18.272]"
Samantha,Hawkins,19,35.444,4.13,478,478,0,0,34.973,38.08,"[40.505, 37.301, 36.435, 34.973, 'DNF']"
Carl,Jones,30,29.224,4.45,13,13,0,0,18.522,25.229,"[20.668, 22.525, 33.734, 28.314, 24.849]"
Andrew,Bailey,24,34.752,3.58,378,378,0,0,29.637,34.522,"[38.531, 37.808, 31.824, 29.637, 33.935]"
Kate,Mitchell,23,32.681,4.32,341,341.0,0,0,29.226,33.52,"[40.434, 33.746, 29.226, 30.639, 36.176]"
Kevin,Hall,23,30.338,4.94,114,159.33,0,0,27.033,33.828,"[34.889, 36.135, 27.033, 34.43, 32.166]"
Julian,Richardson,20,32.691,4.24,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chester,Payne,30,32.534,5.52,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Alexia,Allen,26,32.53,4.47,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ned,Hawkins,30,33.476,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ted,Reed,25,32.13,4.72,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Martin,Morgan,28,31.5,4.2,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sam,Thompson,22,32.824,4.54,190,190.0,N/A,N/A,26.216,34.157,"[38.426, 26.216, 32.566, 33.729, 36.176]"
Alisa,Grant,23,34.734,4.11,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Emily,Chapman,23,30.597,4.72,339,339,0,0,27.08,33.746,"[27.08, 33.135, 32.866, 35.238, 38.473]"
Haris,Morrison,20,32.832,4.62,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Frederick,Casey,27,30.766,4.01,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Carter,27,31.719,3.9,33,33.0,N/A,N/A,21.827,27.233,"[38.638, 30.084, 24.54, 23.922, 27.075]"
Arnold,Wilson,29,33.363,4.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Abigail,Stevens,28,31.315,4.46,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Amanda,Barrett,21,29.458,4.45,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Kate,Harrison,21,30.765,4.67,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Penelope,Ross,28,29.876,3.96,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Michelle,Russell,28,27.722,4.69,2,2,0,1,16.052,24.642,"[25.12, 21.247, 27.167, 33.319, 21.639]"
Bruce,Cunningham,18,27.794,5.03,9,9.0,0,0,19.773,23.178,"[22.079, 20.1, 27.354, 31.311, 19.773]"
Briony,Smith,28,30.347,3.76,141,141.0,0,0,28.517,33.896,"[33.987, 28.517, 36.118, 35.139, 32.561]"
Briony,West,28,33.97,4.23,409,409.0,0,0,30.495,35.114,"[36.874, 36.019, 30.495, 36.824, 32.5]"
Frederick,Farrell,28,29.076,3.93,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Agata,Kelley,23,34.024,4.51,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Maria,Gray,21,33.182,4.31,244,244.0,N/A,N/A,33.426,38.679,"[36.647, 37.468, 'DNF', 41.922, 33.426]"
Violet,Perkins,20,35.215,3.87,464,464.0,0,0,30.963,37.025,"[35.041, 38.9, 41.149, 37.135, 30.963]"
Camila,Davis,30,32.777,4.54,156,162.5,0,0,28.974,33.035,"[30.326, 44.233, 29.073, 28.974, 39.706]"
Sam,Roberts,18,32.785,4.66,25,25.0,0,0,23.415,28.559,"[32.877, 27.316, 23.7, 25.483, 37.817]"
Frederick,Kelley,18,31.402,4.34,283,283.0,0,0,21.961,32.468,"[37.12, 25.546, 37.074, 21.961, 34.783]"
Alfred,Douglas,25,32.142,4.1,354,354.0,0,0,26.381,33.795,"[26.381, 31.008, 36.939, 36.813, 33.564]"
Annabella,Harrison,21,34.36,4.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrian,Hamilton,30,28.481,3.95,46,46.0,0,0,20.779,26.256,"[29.762, 26.459, 22.547, 20.779, 36.106]"
Walter,Johnston,26,34.171,4.37,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Vanessa,Harrison,29,35.512,3.89,453,453,0,0,32.86,36.539,"[44.03, 38.069, 32.86, 38.356, 33.191]"
Deanna,Stevens,18,30.013,5.16,78,102.8,0,0,22.322,30.665,"[30.119, 31.502, 30.375, 'DNF', 25.212]"
Amber,Grant,25,29.832,4.37,19,19.0,0,0,21.159,27.199,"[21.159, 31.796, 27.266, 40.479, 22.534]"
Kelsey,Campbell,24,29.952,3.87,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Jessica,Nelson,29,29.009,4.24,22,22,0,0,20.854,25.841,"[25.86, 25.728, 25.934, 23.686, 27.427]"
Sawyer,Watson,30,29.794,3.71,237,237.0,0,0,27.488,31.733,"[31.737, 27.488, 31.401, 32.06, 33.926]"
George,Baker,30,30.711,4.59,5,5.0,0,0,21.561,25.644,"[26.206, 35.769, 21.561, 24.765, 25.96]"
William,Alexander,21,35.379,4.27,442,487.6,0,0,33.153,36.169,"[38.069, 33.153, 36.651, 34.679, 37.178]"
Melissa,Clark,19,30.699,4.09,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Florrie,Hill,26,30.805,4.53,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Rafael,Moore,30,30.79,4.63,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Sienna,Thomas,30,32.38,4.18,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrianna,Richards,23,30.907,4.22,77,77.0,N/A,N/A,26.686,30.648,"[26.686, 34.987, 33.437, 30.004, 28.503]"
Emma,Thomas,20,34.223,5.17,54,54.0,0,0,25.02,31.48,"[25.02, 33.724, 'DNF', 26.047, 34.669]"
Rebecca,Douglas,21,29.223,4.58,24,24.0,0,0,22.493,26.866,"[23.029, 34.942, 24.601, 26.732, 29.265]"
Aston,Murphy,21,36.399,4.75,83,83.0,0,0,30.513,32.974,"[32.213, 30.513, 34.744, 31.966, 36.373]"
Florrie,Lloyd,18,29.91,4.41,46,46.0,0,0,25.702,28.22,"[28.15, 29.379, 27.131, 25.702, 33.916]"
David,Cole,22,33.556,4.73,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Adrianna,Tucker,18,29.322,4.48,80,80.0,0,0,26.256,29.114,"[26.256, 36.126, 30.697, 27.939, 28.705]"
Carl,Campbell,28,32.596,4.12,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Mike,West,19,36.498,4.13,121,369.67,0,0,31.055,35.149,"[35.518, 35.677, 34.251, 31.055, 37.501]"
Abraham,Andrews,24,31.645,4.09,427,427.0,0,0,28.91,35.51,"[35.031, 37.824, 33.674, 'DNF', 28.91]"
Vivian,Parker,19,30.904,4.19,146,146.0,0,0,27.583,30.455,"[31.165, 27.583, 29.819, 30.382, 'DNF']"
Carlos,Scott,22,33.718,4.22,373,391.4,0,0,31.292,34.168,"[34.347, 34.795, 35.854, 33.361, 31.682]"
Penelope,Elliott,24,31.422,4.24,381,381,0,0,34.055,34.531,"[34.055, 34.532, 'DNF', 34.99, 34.07]"
Arnold,Cooper,19,30.169,4.39,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Victoria,Thomas,23,32.728,3.72,130,217.0,0,0,28.524,31.89,"[39.226, 30.493, 31.187, 33.991, 28.524]"
Byron,Anderson,18,30.336,4.7,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Chelsea,Williams,23,31.511,4.55,418,418,0,0,32.911,35.304,"[35.692, 33.146, 37.406, 37.073, 32.911]"
Alberta,Anderson,22,33.08,3.98,211,211.0,N/A,N/A,24.984,35.178,"[36.553, 35.666, 24.984, 'DNF', 33.315]"
Ashton,Higgins,26,30.085,3.97,6,6.0,0,0,20.427,25.996,"[29.259, 25.771, 22.957, 29.989, 20.427]"
Ellia,Bennett,22,34.409,4.29,126,126.0,0,0,30.717,35.512,"[37.816, 30.717, 39.364, 33.256, 35.463]"
James,Ryan,23,30.158,4.66,50,50.0,0,0,22.294,31.114,"[30.064, 22.294, 34.468, 29.482, 33.797]"
Aiden,Roberts,21,32.488,4.33,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Tara,Morrison,28,30.656,4.69,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Edward,Farrell,21,33.323,4.26,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Ted,Martin,20,32.276,3.96,374,374.0,0,0,30.441,34.204,"[34.769, 30.441, 33.864, 33.979, 35.487]"
Carina,Chapman,28,32.798,4.56,154,339.6,0,0,24.633,30.781,"[31.774, 'DNF', 32.447, 24.633, 28.123]"
Honey,Richardson,25,31.782,4.68,118,133.2,0,0,23.061,30.192,"[31.818, 23.061, 38.151, 24.922, 33.835]"
Lyndon,Johnston,22,33.434,4.76,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Lily,Holmes,23,29.368,4.12,121,121,0,0,23.623,30.322,"[29.48, 32.175, 30.99, 23.623, 30.495]"
Kimberly,Williams,25,32.363,4.51,275,275,0,0,27.992,32.677,"[33.687, 27.992, 31.538, 38.827, 32.805]"
Alberta,Turner,22,29.6,4.19,16,16,0,0,22.562,24.442,"[23.329, 25.126, 22.562, 29.156, 24.87]"
Dominik,Kelly,29,35.367,4.1,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Julian,Gibson,28,31.907,3.92,N/A,N/A,N/A,N/A,N/A,N/A,N/A
Carl,Alexander,25,30.007,4.18,58,58.0,N/A,N/A,24.177,27.938,"[25.539, 27.38, 28.663, 29.489, 27.772]"
