The Japan Open in Tokyo
Best Single,14.33,Bradley Cross,Best AO5,15.74,Bradley Cross,"[14.33, 16.11, 16.05, 19.59, 15.07]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,Julie,Miller,25.12,24.0,25.18,"[26.09, 25.59, 24.56, 24.0, 25.38]",5,0
250th,John,Tran,24.95,20.86,25.19,"[20.86, 22.71, 26.29, 26.58, 28.31]",5,0
251st,Maxwell,Miller,25.14,24.41,25.19,"[24.88, 25.75, 24.41, 25.22, 25.47]",5,0
252nd,Jennifer,Horne,24.96,22.41,25.22,"[26.36, 26.71, 24.37, 24.93, 22.41]",5,0
253rd,Christina,Smith,25.28,22.67,25.25,"[25.82, 22.67, 28.0, 23.75, 26.17]",5,0
254th,David,Khan,25.54,22.95,25.26,"[25.87, 24.44, 28.95, 25.48, 22.95]",5,0
255th,Susan,Cox,24.99,22.79,25.28,"[22.79, 25.08, 26.15, 24.62, 26.29]",5,0
256th,Richard,Austin,24.34,21.54,25.28,"[26.51, 25.63, 21.54, 23.7, 'DNF']",4,1
257th,Kimberly,Wells,25.18,23.18,25.29,"[26.32, 26.88, 26.04, 23.18, 23.5]",5,0
258th,Tom,Harris,25.01,24.1,25.31,"[24.46, 24.1, 26.19, 25.29, 'DNF']",4,1
259th,David,Garcia,25.67,24.06,25.33,"[24.13, 24.06, 26.16, 28.34, 25.69]",5,0
260th,Donna,Adams,25.14,23.24,25.34,"[26.26, 26.32, 26.47, 23.44, 23.24]",5,0
261st,Kimberly,Roberts,25.3,22.98,25.34,"[27.2, 22.98, 25.76, 23.05, 27.52]",5,0
262nd,Paige,Johnson,25.98,24.14,25.35,"[24.16, 29.72, 26.99, 24.14, 24.89]",5,0
263rd,Yvonne,Ross,25.3,23.0,25.36,"[27.46, 24.61, 27.1, 23.0, 24.36]",5,0
264th,Sonya,Michael,25.06,24.12,25.37,"[25.87, 25.26, 'DNF', 24.12, 24.99]",4,1
265th,Elaine,Williams,25.7,23.44,25.39,"[23.44, 24.62, 28.9, 24.47, 27.09]",5,0
266th,Patricia,Tyler,25.6,24.15,25.4,"[27.66, 25.81, 24.63, 24.15, 25.77]",5,0
267th,James,Dunn,25.4,23.83,25.41,"[26.92, 23.83, 24.5, 26.16, 25.56]",5,0
268th,Hailey,Woods,25.51,20.85,25.43,"[23.48, 20.85, 27.05, 25.77, 30.41]",5,0
269th,John,Flores,24.98,20.62,25.44,"[27.98, 25.29, 24.08, 26.94, 20.62]",5,0
270th,David,Mcgee,25.25,22.46,25.49,"[26.88, 25.32, 22.46, 24.28, 27.29]",5,0
271st,John,Fisher,25.51,23.83,25.5,"[27.23, 23.83, 25.34, 24.55, 26.61]",5,0
272nd,Amy,Allen,25.86,23.74,25.5,"[29.07, 25.62, 24.61, 26.26, 23.74]",5,0
273rd,Derrick,Collins,26.22,23.4,25.5,"[24.93, 31.21, 25.03, 23.4, 26.55]",5,0
274th,Jonathan,Howe,25.6,23.27,25.5,"[28.2, 23.27, 25.27, 26.04, 25.18]",5,0
275th,Felicia,Martinez,25.17,23.13,25.53,"[26.18, 24.8, 23.13, 25.64, 26.15]",5,0
276th,Rebekah,Williams,25.32,22.7,25.54,"[27.31, 24.15, 25.44, 27.03, 22.7]",5,0
277th,Wayne,Baker,25.67,24.03,25.56,"[26.22, 24.03, 24.48, 27.62, 25.97]",5,0
278th,Veronica,Martinez,25.35,22.61,25.56,"[27.44, 25.35, 22.61, 25.51, 25.82]",5,0
279th,Justin,Santana,24.91,22.95,25.56,"[22.95, 23.18, 26.79, 'DNF', 26.72]",4,1
280th,Michael,Thompson,24.88,20.9,25.62,"[25.68, 24.73, 26.44, 20.9, 26.66]",5,0
281st,James,Stanton,25.8,24.93,25.63,"[24.93, 27.22, 25.66, 25.86, 25.37]",5,0
282nd,Kimberly,Fisher,25.73,24.44,25.65,"[25.94, 27.23, 24.82, 26.2, 24.44]",5,0
283rd,Charles,Wright,25.17,23.69,25.66,"['DNF', 24.89, 23.69, 24.7, 27.38]",4,1
284th,Natasha,Williams,25.92,23.84,25.67,"[23.84, 26.76, 25.94, 24.31, 28.76]",5,0
285th,Aaron,Maxwell,25.46,23.07,25.68,"[27.22, 26.38, 26.75, 23.07, 23.92]",5,0
286th,Michael,Woodward,25.54,22.5,25.68,"[27.6, 22.5, 28.1, 22.57, 26.88]",5,0
287th,Tracy,Snyder,25.07,23.22,25.69,"[24.69, 25.07, 'DNF', 27.32, 23.22]",4,1
288th,Joshua,Shields,25.36,22.66,25.69,"[25.71, 22.66, 26.87, 24.49, 27.1]",5,0
289th,Rebecca,Gonzalez,25.52,22.88,25.71,"[27.45, 25.25, 22.88, 27.58, 24.42]",5,0
290th,Barry,Lewis,25.78,22.98,25.71,"[28.81, 26.54, 24.95, 22.98, 25.63]",5,0
291st,Steve,Moore,25.37,21.13,25.73,"[22.96, 28.56, 27.6, 26.63, 21.13]",5,0
292nd,Gary,Le,25.64,23.86,25.76,"[25.43, 25.17, 26.67, 27.07, 23.86]",5,0
293rd,David,Mitchell,25.99,25.14,25.78,"[25.61, 25.56, 26.18, 25.14, 27.43]",5,0
294th,Stephen,Moore,25.65,23.37,25.8,"[26.44, 23.98, 27.5, 23.37, 26.98]",5,0
295th,Stacy,Dodson,25.64,23.67,25.81,"[27.06, 23.67, 25.9, 24.79, 26.74]",5,0
296th,Lauren,Morrow,25.67,23.18,25.82,"[23.18, 26.19, 27.65, 26.55, 24.73]",5,0
297th,John,Bennett,25.49,22.39,25.87,"[27.49, 25.83, 25.23, 22.39, 26.55]",5,0
298th,Peter,Fox,25.86,24.72,25.88,"[25.54, 26.84, 25.27, 26.95, 24.72]",5,0
299th,Chad,Fisher,25.89,23.87,25.89,"[27.94, 23.91, 26.84, 23.87, 26.91]",5,0
300th,Joseph,Harmon,25.51,22.54,25.92,"[25.58, 22.54, 27.23, 27.01, 25.17]",5,0
301st,Brandon,Rodriguez,25.33,23.52,25.93,"['DNF', 26.25, 26.47, 23.52, 25.08]",4,1
302nd,Madison,Harris,25.32,21.86,25.94,"[25.13, 25.97, 26.94, 21.86, 26.72]",5,0
303rd,Krystal,Smith,25.95,23.86,25.95,"[23.86, 27.41, 28.07, 24.47, 25.97]",5,0
304th,Christina,Willis,25.69,23.53,25.96,"[26.96, 25.78, 23.53, 27.04, 25.14]",5,0
305th,Kyle,Alvarez,25.83,23.62,25.97,"[23.96, 27.65, 27.33, 26.61, 23.62]",5,0
306th,Bonnie,Barrett,27.01,24.87,26.0,"[25.37, 32.14, 25.92, 26.72, 24.87]",5,0
307th,Jeremy,Ferguson,26.92,23.65,26.03,"[26.1, 32.91, 25.34, 23.65, 26.65]",5,0
308th,Jaime,Sullivan,26.0,24.99,26.1,"[26.6, 26.73, 25.45, 24.99, 26.24]",5,0
309th,Samuel,Gallagher,26.84,25.02,26.12,"[25.02, 26.23, 30.81, 25.41, 26.73]",5,0
310th,Amanda,Thomas,26.21,24.24,26.15,"[25.07, 28.33, 24.24, 26.59, 26.79]",5,0
311th,Nicole,Hendricks,25.95,23.48,26.16,"[26.82, 26.69, 23.48, 27.76, 24.97]",5,0
312th,Katelyn,Douglas,25.7,21.81,26.18,"[28.15, 21.81, 24.51, 26.57, 27.46]",5,0
313th,Samantha,Smith,26.33,24.96,26.21,"[25.34, 26.45, 24.96, 28.07, 26.84]",5,0
314th,Lisa,Brady,25.95,23.26,26.24,"[23.26, 26.53, 27.79, 26.81, 25.37]",5,0
315th,Samuel,Moore,25.97,25.12,26.25,"[25.29, 25.12, 27.89, 25.58, 'DNF']",4,1
316th,Christopher,Caldwell,25.79,23.04,26.26,"[26.18, 23.04, 27.14, 25.57, 27.02]",5,0
317th,Kenneth,White,26.06,22.15,26.31,"[26.76, 22.15, 26.06, 29.24, 26.11]",5,0
318th,Susan,Page,26.16,24.16,26.32,"[27.33, 24.16, 25.46, 27.7, 26.16]",5,0
319th,Gregory,Hood,25.88,22.4,26.32,"[25.93, 22.4, 28.05, 25.62, 27.4]",5,0
320th,Jeanne,Zimmerman,27.07,24.58,26.33,"[25.69, 27.27, 26.03, 24.58, 31.8]",5,0
321st,Amber,Aguilar,26.17,24.11,26.33,"[27.69, 25.05, 24.11, 26.24, 27.75]",5,0
322nd,Michael,Miller,26.6,25.64,26.39,"[26.16, 25.64, 26.27, 28.22, 26.73]",5,0
323rd,Christy,Gallegos,26.2,22.73,26.46,"[28.88, 22.73, 28.05, 24.53, 26.8]",5,0
324th,Sharon,Dickson,26.56,25.52,26.51,"[26.6, 25.52, 26.8, 26.13, 27.78]",5,0
325th,Renee,Rogers,24.76,19.47,26.52,"[25.0, 'DNF', 27.94, 19.47, 26.63]",4,1
326th,Troy,Foster,27.05,25.56,26.53,"[25.56, 28.37, 30.1, 25.61, 25.6]",5,0
327th,Ana,Mitchell,27.01,25.73,26.55,"[26.35, 26.18, 29.68, 25.73, 27.11]",5,0
328th,Sarah,Barron,26.08,23.49,26.56,"[27.25, 26.77, 27.22, 23.49, 25.68]",5,0
329th,Chelsea,Johnston,26.37,24.62,26.57,"[27.54, 26.14, 24.62, 26.39, 27.18]",5,0
330th,Elizabeth,Johnson,26.98,22.52,26.59,"[32.59, 27.1, 25.36, 27.32, 22.52]",5,0
331st,Joshua,Dean,26.84,24.3,26.63,"[28.12, 25.05, 30.01, 26.72, 24.3]",5,0
332nd,Brandon,Martinez,26.33,23.5,26.71,"[27.33, 26.31, 26.49, 23.5, 27.99]",5,0
333rd,Pamela,Robinson,27.06,25.21,26.71,"[28.41, 29.94, 26.07, 25.65, 25.21]",5,0
334th,Colleen,Stewart,26.92,25.99,26.72,"[27.22, 25.99, 26.37, 28.45, 26.58]",5,0
335th,Monica,Mack,27.34,26.19,26.73,"[30.33, 26.95, 26.55, 26.7, 26.19]",5,0
336th,Daniel,Reyes,26.95,25.71,26.73,"[26.22, 28.82, 25.71, 27.11, 26.87]",5,0
337th,Eric,Young,26.87,25.55,26.85,"[28.25, 26.81, 25.55, 26.52, 27.23]",5,0
338th,Jack,Wilson,26.62,25.08,26.92,"[27.3, 25.08, 27.24, 26.63, 26.88]",5,0
339th,Cody,Jenkins,26.79,23.4,26.93,"[28.22, 29.77, 27.4, 25.18, 23.4]",5,0
340th,Ricardo,Flowers,26.87,23.63,26.94,"[26.19, 23.63, 29.88, 28.75, 25.88]",5,0
341st,Debra,Martin,26.4,22.55,26.94,"[22.55, 28.61, 28.26, 26.1, 26.47]",5,0
342nd,Tyler,Mcdaniel,27.24,25.67,26.94,"[27.05, 27.48, 25.67, 29.72, 26.3]",5,0
343rd,Robert,Blanchard,26.77,24.43,26.96,"[25.89, 27.77, 24.43, 27.23, 28.55]",5,0
344th,Tonya,Molina,26.23,20.48,26.96,"[26.53, 20.48, 26.08, 29.78, 28.28]",5,0
345th,David,Reeves,27.37,25.55,27.0,"[30.3, 26.52, 27.84, 25.55, 26.65]",5,0
346th,Anthony,Holmes,26.74,23.58,27.04,"[26.31, 28.26, 28.98, 23.58, 26.56]",5,0
347th,Kimberly,Graves,26.37,21.51,27.06,"[29.13, 27.68, 25.62, 27.87, 21.51]",5,0
348th,Alexander,Esparza,26.96,25.48,27.08,"[27.33, 28.04, 28.12, 25.48, 25.86]",5,0
349th,Christina,Lee,27.01,25.3,27.1,"[28.43, 27.65, 25.69, 27.97, 25.3]",5,0
350th,Anna,Valenzuela,26.83,24.01,27.12,"[24.01, 26.5, 28.76, 28.68, 26.17]",5,0
351st,Sergio,Ortiz,27.35,25.3,27.21,"[26.85, 28.19, 26.59, 25.3, 29.82]",5,0
352nd,Carol,Cook,26.98,24.02,27.22,"[29.24, 24.02, 28.56, 24.84, 28.26]",5,0
353rd,Matthew,Gutierrez,26.73,23.76,27.24,"[27.42, 28.16, 23.76, 27.0, 27.31]",5,0
354th,Taylor,Martinez,27.05,24.23,27.25,"[28.37, 24.9, 29.25, 28.48, 24.23]",5,0
355th,Megan,Harris,27.47,26.51,27.26,"[26.97, 27.72, 26.51, 29.11, 27.08]",5,0
356th,Diane,White,25.99,22.13,27.28,"[22.13, 'DNF', 29.09, 27.81, 24.93]",4,1
357th,Robert,Roy,27.26,25.45,27.31,"[28.91, 26.87, 27.6, 27.45, 25.45]",5,0
358th,Alex,Donaldson,27.28,25.5,27.31,"[25.5, 28.6, 26.52, 26.8, 29.01]",5,0
359th,Rebecca,Williams,27.18,25.76,27.32,"[26.37, 28.18, 27.93, 27.67, 25.76]",5,0
360th,Carl,Sims,28.27,24.98,27.34,"[34.33, 25.72, 29.53, 26.76, 24.98]",5,0
361st,Colin,Rojas,27.1,25.04,27.36,"[28.15, 26.38, 27.54, 25.04, 28.39]",5,0
362nd,Faith,Gonzalez,26.79,25.05,27.36,"['DNF', 25.05, 25.68, 26.87, 29.54]",4,1
363rd,Carolyn,Fuentes,26.93,23.32,27.46,"[26.89, 28.95, 27.87, 27.61, 23.32]",5,0
364th,Melissa,Turner,27.2,24.54,27.5,"[28.05, 24.54, 26.52, 27.92, 28.94]",5,0
365th,Steven,Meyer,27.63,26.79,27.52,"[27.15, 28.79, 28.42, 26.99, 26.79]",5,0
366th,Rhonda,Phillips,27.71,25.61,27.57,"[26.3, 27.67, 25.61, 30.22, 28.73]",5,0
367th,Bryan,Bishop,27.23,23.91,27.62,"[23.91, 27.81, 29.4, 26.85, 28.2]",5,0
368th,Lee,Nicholson,26.9,24.68,27.64,"[24.68, 27.34, 27.31, 'DNF', 28.28]",4,1
369th,Matthew,Romero,27.07,22.98,27.67,"[29.33, 28.41, 27.7, 26.9, 22.98]",5,0
370th,Rickey,Murphy,27.56,24.92,27.69,"[25.7, 27.97, 29.77, 29.4, 24.92]",5,0
371st,Tina,Mcfarland,27.35,24.64,27.74,"[24.64, 26.6, 28.4, 28.22, 28.87]",5,0
372nd,Bruce,Phillips,27.73,25.51,27.75,"[28.81, 25.51, 29.88, 28.27, 26.18]",5,0
373rd,Joseph,Clark,27.59,27.1,27.75,"['DNF', 27.32, 27.85, 27.1, 28.08]",4,1
374th,Brittany,Carrillo,27.69,25.82,27.78,"[29.03, 29.3, 26.7, 27.61, 25.82]",5,0
375th,Jennifer,Sexton,27.98,25.85,27.83,"[30.52, 25.85, 29.8, 26.5, 27.2]",5,0
376th,Kayla,Malone,27.63,26.29,27.87,"[27.94, 26.29, 27.88, 27.8, 28.21]",5,0
377th,Rachel,Ramsey,26.35,21.77,27.88,"['DNF', 29.05, 29.01, 21.77, 25.58]",4,1
378th,Cynthia,Moyer,27.58,25.16,27.88,"[28.47, 25.16, 29.12, 27.14, 28.02]",5,0
379th,James,Armstrong,27.65,24.84,27.89,"[29.77, 24.84, 29.71, 25.39, 28.57]",5,0
380th,Ryan,Pitts,27.52,25.3,27.89,"[28.51, 27.16, 25.3, 27.99, 28.65]",5,0
381st,Christian,Fleming,27.85,25.52,27.99,"[29.76, 28.92, 28.11, 26.95, 25.52]",5,0
382nd,Ricardo,Henry,27.94,24.46,28.07,"[31.06, 24.46, 28.18, 29.28, 26.76]",5,0
383rd,Alexandria,Harris,27.87,25.86,28.13,"[29.14, 25.86, 27.21, 29.02, 28.15]",5,0
384th,Larry,Gomez,28.15,27.17,28.17,"[29.04, 28.61, 27.8, 28.11, 27.17]",5,0
385th,Jose,Brooks,27.92,25.63,28.23,"[29.27, 27.72, 25.63, 29.01, 27.95]",5,0
386th,Paula,Mcgee,27.23,24.1,28.27,"[29.77, 'DNF', 24.1, 28.42, 26.63]",4,1
387th,William,Peterson,28.16,24.05,28.35,"[28.39, 31.67, 24.05, 26.27, 30.4]",5,0
388th,David,Johnson,28.17,24.93,28.58,"[30.17, 29.99, 28.44, 27.31, 24.93]",5,0
389th,Jeffery,Solis,28.49,25.37,28.62,"[28.28, 29.35, 31.18, 25.37, 28.23]",5,0
390th,Kathleen,Compton,28.43,26.98,28.91,"['DNF', 29.32, 28.61, 28.8, 26.98]",4,1
391st,Aimee,Stewart,28.42,26.77,28.98,"[30.71, 26.77, 'DNF', 28.57, 27.65]",4,1
392nd,Robert,Phillips,29.79,27.68,29.12,"[27.9, 31.63, 27.82, 33.93, 27.68]",5,0
393rd,William,Mccoy,28.96,26.42,29.13,"[30.96, 29.64, 27.34, 30.42, 26.42]",5,0
394th,Scott,Perry,28.3,24.44,29.15,"[24.44, 28.73, 29.54, 29.19, 29.57]",5,0
395th,Kayla,Bean,29.11,27.47,29.24,"[30.34, 29.39, 29.1, 29.24, 27.47]",5,0
396th,Jeremiah,Allen,29.2,28.5,29.24,"[28.5, 29.56, 29.52, 28.65, 29.8]",5,0
397th,Karen,Dickerson,29.33,27.84,29.36,"[29.93, 27.84, 29.85, 30.77, 28.29]",5,0
398th,Jennifer,Mitchell,28.96,27.72,29.37,"[28.1, 29.7, 27.72, 'DNF', 30.31]",4,1
399th,Justin,Anderson,28.67,24.17,29.51,"[24.17, 28.2, 29.71, 30.69, 30.61]",5,0
400th,David,Stevens,29.47,26.34,29.75,"[30.15, 26.34, 30.32, 28.78, 31.77]",5,0
401st,Brian,Braun,29.67,28.13,29.8,"[28.13, 29.84, 30.71, 30.79, 28.86]",5,0
402nd,Mary,Williams,29.59,26.45,30.08,"[27.74, 31.23, 26.45, 31.26, 31.27]",5,0
403rd,Wendy,Oconnor,30.16,28.36,30.3,"[29.57, 28.36, 31.56, 30.39, 30.94]",5,0
404th,Roger,Smith,30.43,28.36,30.35,"[30.19, 29.91, 32.72, 28.36, 30.95]",5,0
405th,Paul,Hoffman,30.0,28.22,30.35,"[30.73, 28.22, 30.74, 30.21, 30.1]",5,0
406th,Dustin,Vega,30.22,28.05,30.43,"[31.76, 30.82, 28.05, 30.84, 29.63]",5,0
407th,Gerald,Williams,31.04,28.17,31.34,"[31.9, 30.93, 33.0, 28.17, 31.18]",5,0
408th,Bonnie,Lee,31.02,28.67,31.43,"[32.03, 31.58, 30.68, 28.67, 32.14]",5,0
409th,Robert,Garza,31.75,27.66,32.3,"[30.39, 32.83, 33.67, 34.17, 27.66]",5,0
410th,Cody,Howard,26.17,24.52,DNF,"['DNF', 28.94, 24.52, 'DNF', 25.06]",3,2
