exp_score,25.0,2.0
consistency,2.0,0.25
First Name,Last Name,Age,Expected Time,Consistency,Best Placing,AVG Placing,Num Events,Championships,Wins,Podiums,World Records,Season Finishes,Best Single,Best AO5,Best AO5 Times
Sarah,Torres,27,22.12,1.8,9,37.8,18,0,0,0,0,N/A,15.9,19.15,"[17.73, 21.17, 22.29, 18.55, 17.32]"
April,Williams,28,24.27,1.37,152,201.8,12,0,0,0,0,N/A,21.56,23.86,"[22.53, 22.68, 23.88, 25.01, 27.54]"
Barry,Lewis,29,24.92,1.81,160,232.6,12,0,0,0,0,N/A,21.6,24.02,"[23.71, 23.25, 28.63, 21.6, 25.1]"
Jennifer,Horne,30,24.38,1.62,111,191.6,12,0,0,0,0,N/A,21.45,23.17,"[26.81, 21.45, 24.47, 22.32, 22.72]"
Darren,Frazier,32,25.91,1.92,173,268.3,6,0,0,0,0,N/A,22.89,24.38,"[28.19, 26.31, 22.89, 23.31, 23.52]"
Steven,Carpenter,29,21.12,1.75,4,30.7,21,0,0,0,0,N/A,16.05,19.52,"[19.1, 18.46, 21.31, 19.5, 19.97]"
Krystal,Smith,29,25.8,1.71,268,298.8,12,0,0,0,0,N/A,21.74,25.41,"[25.62, 26.52, 24.1, 28.15, 24.09]"
Kimberly,Wells,27,25.02,2.03,176,256.0,12,0,0,0,0,N/A,20.49,24.06,"[24.73, 22.12, 25.21, 22.24, 'DNF']"
Marissa,Scott,23,22.49,1.75,48,104.5,14,0,0,0,0,N/A,18.46,21.88,"[21.33, 21.91, 22.4, 21.33, 22.64]"
Rebecca,Palmer,29,25.0,1.77,151,258.8,12,0,0,0,0,N/A,22.29,24.06,"[23.76, 24.49, 23.94, 26.83, 23.64]"
Roberto,Parsons,25,23.23,1.9,73,137.5,12,0,0,0,0,N/A,17.11,22.34,"[20.9, 24.7, 23.23, 21.19, 22.61]"
Daniel,Reyes,29,26.96,1.56,273,339.0,12,0,0,0,0,N/A,22.92,25.91,"[30.24, 26.64, 27.21, 23.23, 23.88]"
Brittany,Carrillo,31,26.87,2.15,280,348.4,12,0,0,0,0,N/A,21.78,26.02,"[22.16, 26.46, 25.91, 25.68, 27.52]"
Justin,Johnson,28,23.41,1.6,97,131.6,12,0,0,0,0,N/A,19.73,22.21,"[21.55, 21.33, 23.74, 24.48, 19.73]"
Lori,Sutton,22,26.03,2.14,201,304.2,12,0,0,0,0,N/A,21.79,24.68,"[24.14, 25.27, 24.35, 33.32, 24.43]"
Elizabeth,Williams,24,21.18,1.91,9,32.0,20,0,0,0,0,N/A,15.91,18.89,"[20.37, 16.47, 19.4, 16.89, 20.88]"
Emily,Kim,28,25.55,2.04,145,267.6,12,0,0,0,0,N/A,19.72,23.87,"[25.66, 22.21, 23.73, 25.68, 21.38]"
Sarah,Underwood,29,21.49,1.8,8,39.8,20,0,0,0,0,N/A,17.18,20.35,"[18.94, 23.12, 21.52, 20.6, 18.67]"
Pamela,Robinson,27,26.72,2.05,174,336.6,12,0,0,0,0,N/A,21.19,24.09,"[23.37, 26.13, 22.78, 22.7, 26.11]"
Richard,Austin,31,23.58,2.04,55,149.8,12,0,0,0,0,N/A,18.47,22.03,"[20.77, 24.49, 20.39, 22.53, 22.78]"
Paul,Norris,30,22.95,2.19,49,151.4,14,0,0,0,0,N/A,17.59,22.55,"[20.89, 22.69, 22.47, 22.48, 26.62]"
Felicia,Martinez,24,23.38,1.96,61,163.2,12,0,0,0,0,N/A,16.83,22.15,"[21.51, 23.12, 24.82, 21.31, 21.81]"
Matthew,Romero,28,26.52,2.04,231,314.6,12,0,0,0,0,N/A,21.88,25.02,"[26.69, 30.94, 25.65, 22.57, 22.73]"
James,Miller,27,23.04,1.71,91,141.5,12,0,0,0,0,N/A,20.82,22.91,"[21.66, 21.19, 22.82, 25.75, 24.26]"
Jade,Berg,32,23.4,2.03,78,149.2,6,0,0,0,0,N/A,20.09,21.22,"[20.8, 20.11, 20.09, 26.55, 22.74]"
Michele,Cordova,20,22.0,1.63,12,50.0,18,0,0,0,0,N/A,16.79,20.42,"[23.13, 18.76, 22.26, 19.23, 19.78]"
Denise,Harrison,20,21.41,1.97,7,42.8,20,0,0,0,0,N/A,15.26,18.83,"[16.9, 22.11, 17.46, 18.39, 20.63]"
Alexander,Esparza,24,26.39,2.04,282,335.3,12,0,0,0,0,N/A,22.44,26.06,"[27.25, 28.05, 25.54, 25.38, 24.14]"
Michael,Davis,28,24.34,2.49,122,203.0,12,0,0,0,0,N/A,20.13,23.56,"[26.88, 22.65, 24.91, 23.11, 22.29]"
Austin,Carpenter,30,23.72,2.08,47,139.7,14,0,0,0,0,N/A,19.5,21.35,"[22.17, 20.55, 24.32, 21.33, 20.17]"
Kathleen,Nguyen,21,25.18,1.61,185,239.5,12,0,0,0,0,N/A,21.29,24.33,"[25.39, 'DNF', 22.36, 22.48, 25.11]"
Jose,Campbell,21,24.86,2.04,87,203.2,12,0,0,0,0,N/A,20.14,22.88,"[20.14, 20.45, 24.04, 28.1, 24.15]"
Cynthia,Silva,30,22.58,2.13,37,85.2,16,0,0,0,0,N/A,17.86,19.74,"[19.95, 27.12, 18.34, 18.97, 20.29]"
Timothy,Mcconnell,32,21.31,1.81,9,41.1,10,0,0,0,0,N/A,17.07,19.84,"[19.17, 20.44, 19.01, 19.92, 21.5]"
Alex,Donaldson,21,28.46,1.6,358,388.6,12,0,0,0,0,N/A,24.95,27.31,"[25.5, 28.6, 26.52, 26.8, 29.01]"
Stacy,Dodson,28,24.48,2.24,136,243.9,12,0,0,0,0,N/A,19.69,23.98,"[23.98, 23.37, 23.96, 25.99, 24.01]"
Aaron,Maxwell,29,24.34,1.78,145,246.6,12,0,0,0,0,N/A,21.66,23.92,"[25.91, 24.74, 21.78, 22.43, 24.59]"
Sarah,Riggs,30,24.46,1.72,94,176.0,12,0,0,0,0,N/A,20.03,23.18,"[24.53, 22.32, 24.25, 22.41, 22.87]"
Jennifer,Fuller,29,25.15,1.73,131,225.7,12,0,0,0,0,N/A,21.09,23.65,"[21.81, 23.64, 24.21, 29.28, 23.11]"
Karen,Mayer,32,24.21,2.02,185,235.3,6,0,0,0,0,N/A,20.65,24.36,"[23.58, 26.39, 24.47, 24.03, 24.57]"
Kimberly,Fisher,30,26.81,2.36,282,325.0,12,0,0,0,0,N/A,23.38,25.65,"[25.94, 27.23, 24.82, 26.2, 24.44]"
Gary,Le,26,25.03,1.41,165,231.1,12,0,0,0,0,N/A,21.98,23.86,"[23.61, 21.98, 27.93, 23.34, 24.62]"
Jose,Brooks,27,27.2,2.09,312,379.0,12,0,0,0,0,N/A,23.92,26.19,"[24.42, 26.35, 27.48, 27.16, 25.06]"
James,Gamble,27,22.97,1.87,38,102.1,14,0,0,0,0,N/A,18.82,19.9,"[19.06, 20.1, 20.55, 18.87, 21.34]"
Kenneth,Barton,30,24.12,2.51,102,188.8,12,0,0,0,0,N/A,18.36,22.63,"[19.4, 22.7, 22.52, 22.68, 24.41]"
Eric,Meadows,23,23.47,2.21,46,128.8,14,0,0,0,0,N/A,18.58,21.62,"[22.26, 21.42, 20.95, 24.46, 21.17]"
David,Nichols,31,23.11,2.24,57,179.0,12,0,0,0,0,N/A,19.52,21.36,"[22.53, 20.58, 19.71, 23.65, 20.97]"
Kristi,Reeves,28,24.52,1.95,131,220.0,12,0,0,0,0,N/A,19.26,23.84,"[24.21, 25.04, 23.27, 24.05, 22.83]"
Hailey,Woods,28,24.78,1.87,123,230.6,12,0,0,0,0,N/A,18.92,22.97,"[27.09, 23.15, 22.37, 23.39, 21.56]"
Mark,Thomas,32,24.78,1.8,238,280.3,6,0,0,0,0,N/A,20.12,25.33,"[26.18, 25.17, 24.13, 24.64, 27.57]"
Cody,Jenkins,31,25.65,2.49,127,230.0,12,0,0,0,0,N/A,18.06,23.74,"[23.65, 24.14, 23.12, 28.83, 23.42]"
Eric,Graham,27,19.97,2.24,3,16.1,22,0,0,2,8,N/A,12.8,17.83,"[17.75, 15.28, 17.04, 24.27, 18.71]"
William,Mccoy,27,28.54,1.85,350,390.5,12,0,0,0,0,N/A,25.56,27.49,"[27.13, 27.11, 31.26, 25.82, 28.24]"
Regina,Erickson,27,22.83,1.87,31,82.5,16,0,0,0,0,N/A,17.06,21.83,"[23.63, 19.81, 20.29, 22.46, 22.73]"
Isaiah,Norton,22,24.34,1.55,69,148.1,12,0,0,0,0,N/A,20.61,22.87,"[22.84, 22.52, 22.39, 24.59, 23.24]"
Michael,Rodgers,32,24.46,1.72,63,144.5,6,0,0,0,0,N/A,19.49,22.16,"[26.21, 22.65, 20.29, 19.49, 23.54]"
Sarah,Barron,21,26.6,2.08,275,335.2,12,0,0,0,0,N/A,23.49,25.82,"[24.85, 29.81, 26.92, 25.69, 24.7]"
Taylor,Martinez,20,26.17,2.01,188,318.0,12,0,0,0,0,N/A,21.62,24.71,"[24.63, 25.45, 24.05, 26.4, 22.55]"
Daniel,Espinoza,22,24.52,2.21,74,243.8,12,0,0,0,0,N/A,18.8,22.6,"[26.37, 22.29, 23.41, 21.48, 22.1]"
Wendy,Reyes,28,24.71,1.66,143,204.8,12,0,0,0,0,N/A,19.59,23.68,"[23.05, 24.56, 27.21, 21.84, 23.42]"
John,Oconnor,21,24.45,2.52,65,234.3,12,0,0,0,0,N/A,20.9,22.47,"[24.08, 20.9, 21.65, 27.06, 21.67]"
David,Hamilton,22,22.92,1.51,85,128.5,12,0,0,0,0,N/A,20.47,22.68,"[22.85, 24.31, 21.64, 22.21, 22.98]"
Gabrielle,Brock,22,23.35,2.0,25,90.8,14,0,0,0,0,N/A,16.65,20.71,"[24.21, 20.27, 20.63, 19.63, 21.22]"
Duane,Smith,31,22.17,2.0,31,68.7,16,0,0,0,0,N/A,17.56,20.63,"[21.5, 20.61, 'DNF', 19.79, 18.56]"
Scott,Perry,21,27.45,2.03,325,370.4,12,0,0,0,0,N/A,22.71,26.65,"[26.74, 27.05, 29.88, 23.14, 26.16]"
Christy,Gallegos,27,26.36,1.9,226,323.8,12,0,0,0,0,N/A,22.73,25.26,"[27.05, 23.17, 25.68, 24.7, 25.39]"
Bryan,Bishop,31,24.64,2.04,114,214.8,12,0,0,0,0,N/A,21.57,23.4,"[23.45, 22.48, 23.4, 23.36, 23.57]"
Peter,Fox,25,25.76,1.5,209,297.4,12,0,0,0,0,N/A,21.61,24.77,"[25.57, 24.94, 24.29, 25.08, 23.87]"
Samuel,Gallagher,21,26.85,1.81,285,336.9,12,0,0,0,0,N/A,22.69,25.81,"[28.29, 24.18, 27.25, 26.01, 22.69]"
Julie,Barr,26,23.5,1.59,37,115.5,14,0,0,0,0,N/A,19.39,22.59,"[23.44, 21.84, 23.44, 22.49, 21.51]"
Joseph,Harmon,31,24.56,1.8,132,222.6,12,0,0,0,0,N/A,21.0,23.67,"[23.98, 22.84, 23.71, 23.33, 25.71]"
Laurie,Palmer,25,23.93,2.29,57,202.3,12,0,0,0,0,N/A,19.59,22.12,"[23.58, 19.93, 20.33, 28.53, 22.45]"
Robert,Phillips,24,29.71,1.88,370,395.4,12,0,0,0,0,N/A,26.14,28.17,"[29.65, 26.14, 28.5, 27.07, 28.94]"
Haley,Ryan,27,23.15,2.25,55,141.2,12,0,0,0,0,N/A,17.64,22.14,"[21.52, 23.95, 23.27, 21.58, 21.58]"
Richard,Brown,23,24.71,1.95,142,256.6,12,0,0,0,0,N/A,18.59,23.61,"[22.89, 23.52, 22.88, 24.42, 26.41]"
Alexander,Stewart,21,22.89,1.9,54,110.5,12,0,0,0,0,N/A,18.55,21.14,"[20.82, 21.21, 22.45, 21.4, 18.8]"
Jennifer,Lewis,29,24.4,1.82,124,210.1,12,0,0,0,0,N/A,21.49,23.76,"[25.11, 23.87, 22.72, 23.21, 24.21]"
Kristen,Williams,25,23.76,1.93,73,152.6,12,0,0,0,0,N/A,18.45,22.64,"[22.77, 22.33, 26.57, 22.42, 22.74]"
Cory,Warner,25,23.63,1.6,68,160.2,12,0,0,0,0,N/A,20.27,22.58,"[22.21, 23.63, 21.0, 23.9, 21.9]"
Jennifer,Mitchell,20,28.37,2.22,341,386.8,12,0,0,0,0,N/A,22.77,27.16,"[25.33, 28.01, 24.68, 28.14, 28.67]"
James,Stanton,31,25.91,1.73,197,289.5,12,0,0,0,0,N/A,21.93,24.78,"[28.13, 24.1, 25.71, 24.53, 22.87]"
Antonio,Valencia,21,19.18,1.88,1,4.6,22,0,2,13,27,N/A,13.82,17.11,"[15.48, 18.71, 14.99, 17.14, 19.22]"
Michelle,Boyle,24,23.7,1.93,52,181.0,14,0,0,0,0,N/A,19.95,22.4,"[26.7, 23.11, 19.95, 21.78, 22.31]"
Tiffany,Perez,29,25.06,1.58,179,256.8,12,0,0,0,0,N/A,22.04,24.24,"[24.4, 27.21, 23.95, 24.38, 23.68]"
David,Long,29,21.45,1.78,15,42.7,20,0,0,0,0,N/A,16.44,19.35,"[19.32, 18.14, 18.28, 20.45, 21.71]"
James,Howard,27,22.01,1.98,10,51.5,18,0,0,0,0,N/A,17.59,19.87,"[19.49, 21.16, 21.18, 18.81, 18.96]"
Cody,Howard,28,26.04,1.88,235,325.1,12,0,0,0,0,N/A,22.08,25.03,"[27.27, 22.89, 25.92, 23.4, 25.76]"
Steve,Moore,26,24.89,1.87,241,307.6,12,0,0,0,0,N/A,20.92,25.07,"[24.05, 25.86, 24.97, 24.87, 25.37]"
Brittany,Carroll,30,22.12,1.81,41,76.4,16,0,0,0,0,N/A,18.32,21.31,"[19.86, 21.85, 25.02, 20.82, 21.27]"
Joshua,Dean,28,26.31,1.55,241,310.2,12,0,0,0,0,N/A,21.99,25.33,"[26.06, 26.76, 25.75, 24.17, 24.14]"
Derek,Butler,31,26.22,2.24,188,287.1,12,0,0,0,0,N/A,19.95,24.2,"[29.88, 25.21, 22.79, 24.59, 22.8]"
Kimberly,White,32,19.36,1.92,1,5.0,11,0,4,7,10,N/A,12.86,17.71,"[15.96, 12.86, 20.52, 17.26, 19.91]"
Christina,Smith,21,24.87,1.92,99,209.2,12,0,0,0,0,N/A,20.23,23.33,"[23.12, 28.31, 22.8, 23.27, 23.59]"
Daniel,Wade,20,23.99,1.66,116,173.3,12,0,0,0,0,N/A,19.63,23.11,"[20.6, 23.93, 23.94, 25.77, 21.47]"
Julia,Stone,22,22.2,1.87,53,93.8,12,0,0,0,0,N/A,18.91,21.49,"[20.86, 21.56, 21.63, 22.97, 21.27]"
Jeanette,King,29,20.92,2.12,5,26.1,21,0,0,0,1,N/A,14.06,19.16,"[17.83, 18.41, 19.3, 19.78, 22.31]"
Robert,Andrews,27,19.9,1.73,1,15.5,22,0,1,2,2,N/A,15.23,18.35,"[15.42, 17.27, 22.33, 19.41, 18.37]"
Jessica,Wallace,30,24.52,1.59,134,187.6,12,0,0,0,0,N/A,20.89,23.7,"[25.07, 22.52, 28.35, 22.04, 23.51]"
Ian,Campbell,30,24.43,1.93,45,190.1,14,0,0,0,0,N/A,19.7,22.27,"[23.04, 22.93, 21.75, 22.14, 21.22]"
Michelle,Hart,21,20.28,2.24,5,26.8,21,0,0,0,1,N/A,14.27,18.96,"[18.03, 26.51, 19.26, 18.5, 19.11]"
Vanessa,Williams,26,24.56,1.6,158,207.0,12,0,0,0,0,N/A,21.79,24.18,"[21.79, 24.59, 22.49, 25.46, 27.42]"
Caitlin,Rivera,32,28.63,1.89,341,376.0,6,0,0,0,0,N/A,23.33,27.12,"[32.31, 26.86, 27.83, 23.48, 26.67]"
Benjamin,Bowen,20,25.44,1.5,188,273.7,12,0,0,0,0,N/A,22.53,24.61,"[22.88, 27.1, 25.89, 22.68, 25.05]"
Michael,Woodward,23,24.45,1.91,148,236.5,12,0,0,0,0,N/A,20.54,23.77,"[23.48, 24.07, 23.75, 22.19, 'DNF']"
Paul,Potter,27,24.49,1.5,84,142.5,12,0,0,0,0,N/A,19.86,22.85,"[21.97, 24.86, 22.86, 23.69, 21.99]"
Derrick,Collins,21,26.05,1.84,192,299.8,12,0,0,0,0,N/A,22.09,24.76,"[22.09, 24.34, 24.58, 25.37, 27.93]"
Christopher,Garcia,20,24.72,1.76,145,231.4,12,0,0,0,0,N/A,20.21,23.79,"[24.18, 26.57, 20.21, 24.92, 22.26]"
Ricardo,Flowers,30,26.62,1.89,285,335.2,12,0,0,0,0,N/A,23.63,25.73,"[24.66, 25.21, 24.7, 27.28, 29.18]"
Thomas,Gardner,25,23.75,1.8,73,171.5,12,0,0,0,0,N/A,18.84,22.99,"[20.77, 23.7, 'DNF', 20.89, 24.38]"
Lindsay,Reeves,24,24.06,2.26,83,185.5,12,0,0,0,0,N/A,19.4,22.52,"[21.67, 26.4, 19.4, 23.79, 22.11]"
David,Lee,20,25.71,1.96,235,306.6,12,0,0,0,0,N/A,23.95,25.05,"[25.71, 24.66, 28.53, 24.78, 24.09]"
Scott,Bryant,27,20.95,1.71,13,42.2,20,0,0,0,0,N/A,16.82,20.07,"[23.25, 16.96, 18.78, 18.89, 22.53]"
Kyle,Bailey,28,23.14,1.8,46,150.4,14,0,0,0,0,N/A,19.25,22.13,"[22.21, 21.98, 21.43, 22.21, 24.41]"
Victor,Francis,32,22.92,1.59,43,85.4,8,0,0,0,0,N/A,19.61,21.76,"[25.49, 21.43, 22.6, 19.98, 21.25]"
Ryan,Clark,28,23.81,1.94,78,174.3,12,0,0,0,0,N/A,18.96,21.74,"[21.8, 19.95, 23.77, 20.21, 23.22]"
Nicole,Hendricks,21,25.22,2.09,194,261.4,12,0,0,0,0,N/A,20.05,24.73,"[26.07, 26.18, 21.65, 25.61, 22.52]"
Christian,Fleming,29,26.89,1.89,236,314.2,12,0,0,0,0,N/A,23.06,25.44,"[23.95, 23.83, 27.12, 26.96, 25.41]"
Amanda,Davis,29,21.17,1.4,13,34.5,20,0,0,0,0,N/A,18.02,20.32,"[19.79, 22.96, 21.06, 18.36, 20.12]"
Joseph,Morton,23,25.2,1.63,155,250.1,12,0,0,0,0,N/A,20.33,24.15,"[24.94, 27.28, 20.33, 20.91, 26.61]"
Randall,Campbell,24,24.21,2.15,60,225.7,12,0,0,0,0,N/A,18.82,20.99,"[24.0, 18.82, 19.53, 19.81, 23.63]"
Paula,Mcgee,21,26.2,2.44,204,294.1,12,0,0,0,0,N/A,20.88,24.69,"[25.66, 24.08, 25.45, 20.88, 24.53]"
Anna,Charles,24,24.31,2.24,55,158.6,12,0,0,0,0,N/A,18.92,22.21,"[19.47, 21.53, 21.45, 23.66, 24.58]"
Debra,Martin,28,25.05,2.19,145,264.3,12,0,0,0,0,N/A,20.4,23.75,"[22.6, 24.44, 23.66, 23.15, 25.68]"
Stephanie,Ward,21,24.19,1.92,120,187.1,12,0,0,0,0,N/A,20.21,23.48,"[24.93, 24.04, 23.83, 22.58, 21.15]"
Keith,Mosley,31,23.85,1.21,99,134.8,12,0,0,0,0,N/A,21.25,22.81,"[21.72, 'DNF', 22.5, 23.44, 22.49]"
Elizabeth,Taylor,26,23.31,1.86,49,150.2,12,0,0,0,0,N/A,19.48,22.52,"[22.25, 23.87, 25.31, 21.29, 21.43]"
Veronica,Martinez,30,26.56,1.68,118,317.7,12,0,0,0,0,N/A,22.02,23.52,"[24.2, 24.2, 28.23, 22.02, 22.17]"
Frank,Herrera,29,26.37,1.86,230,307.8,12,0,0,0,0,N/A,20.81,25.02,"[25.79, 23.41, 24.79, 24.47, 29.43]"
James,Dickson,24,23.93,1.8,160,230.1,12,0,0,0,0,N/A,20.08,23.8,"[23.89, 26.49, 20.08, 23.94, 23.57]"
Alicia,Graham,32,23.29,1.4,144,186.8,6,0,0,0,0,N/A,21.63,23.95,"[24.07, 23.99, 23.78, 25.42, 23.0]"
Kayla,Johnson,21,20.68,1.83,6,32.6,20,0,0,0,0,N/A,15.54,18.62,"[22.39, 18.06, 17.36, 19.35, 18.45]"
Tyler,Roach,24,24.11,2.03,89,224.4,12,0,0,0,0,N/A,19.74,23.16,"[25.4, 21.1, 22.81, 27.51, 21.28]"
Renee,Rogers,27,25.46,2.27,154,274.4,12,0,0,0,0,N/A,19.47,24.24,"[24.52, 22.93, 25.27, 29.45, 22.02]"
Sharon,Dickson,26,25.48,1.78,165,265.1,12,0,0,0,0,N/A,21.82,24.08,"[26.78, 22.7, 25.12, 23.88, 23.24]"
Karen,Castro,27,21.29,1.85,15,41.9,18,0,0,0,0,N/A,15.55,19.65,"[21.52, 20.34, 19.84, 18.15, 18.76]"
William,Peterson,22,27.51,2.16,346,381.2,12,0,0,0,0,N/A,21.6,27.25,"[29.1, 26.91, 26.87, 25.56, 27.96]"
Daniel,Mendoza,24,21.44,1.88,11,49.4,20,0,0,0,0,N/A,17.09,19.23,"[18.81, 18.11, 20.4, 18.48, 20.96]"
Yvonne,Ross,30,25.36,2.22,168,265.3,12,0,0,0,0,N/A,19.63,24.13,"[19.63, 25.05, 25.29, 23.04, 24.3]"
Tracy,Snyder,22,22.92,1.97,32,115.8,14,0,0,0,0,N/A,18.5,20.73,"[19.22, 20.8, 19.22, 24.03, 22.17]"
Lauren,Morrow,29,25.27,1.89,134,240.8,12,0,0,0,0,N/A,19.76,23.97,"[23.49, 25.58, 27.02, 22.85, 22.77]"
Lindsay,Harris,24,26.15,1.85,162,258.9,12,0,0,0,0,N/A,20.12,24.17,"[25.39, 22.45, 24.67, 20.12, 26.87]"
Jaime,Sullivan,22,25.91,1.71,302,342.0,12,0,0,0,0,N/A,23.29,26.07,"[25.69, 26.75, 24.1, 25.84, 26.69]"
Susan,Page,24,25.2,1.8,219,281.6,12,0,0,0,0,N/A,20.85,24.82,"[24.83, 26.74, 22.89, 26.56, 23.08]"
Christina,Marshall,24,23.49,1.85,86,188.4,12,0,0,0,0,N/A,20.27,22.57,"[21.88, 21.25, 24.49, 21.33, 25.74]"
Patricia,Tyler,21,25.25,1.69,204,264.7,12,0,0,0,0,N/A,21.75,24.75,"[22.76, 24.15, 24.06, 26.05, 27.08]"
Christina,Willis,25,24.64,2.01,152,265.8,12,0,0,0,0,N/A,21.49,23.73,"[22.35, 22.69, 22.83, 30.01, 25.68]"
Danielle,Knapp,30,22.8,1.97,33,86.5,16,0,0,0,0,N/A,20.04,21.73,"[21.2, 25.12, 21.81, 22.18, 21.14]"
Krystal,Kane,31,23.1,2.29,40,113.9,16,0,0,0,0,N/A,18.66,22.13,"[19.56, 25.78, 22.54, 24.3, 19.33]"
Martha,Smith,26,22.36,2.08,32,83.2,14,0,0,0,0,N/A,17.48,21.09,"[23.16, 19.62, 21.41, 21.68, 20.17]"
Lisa,Brady,28,26.18,2.01,242,317.8,12,0,0,0,0,N/A,22.32,25.42,"[24.24, 25.81, 27.29, 26.22, 22.32]"
Jeremy,Fisher,20,22.53,1.46,34,76.6,14,0,0,0,0,N/A,18.36,21.56,"[21.01, 24.19, 20.78, 21.27, 22.4]"
Chelsea,Johnston,23,26.19,2.18,310,340.1,12,0,0,0,0,N/A,20.76,26.2,"[25.79, 27.65, 26.14, 26.68, 25.36]"
Jessica,Lane,31,21.27,2.09,9,38.6,20,0,0,0,0,N/A,16.09,19.73,"[20.57, 18.56, 17.33, 24.15, 20.07]"
Terrance,Fowler,20,22.5,2.08,20,80.4,18,0,0,0,0,N/A,17.14,19.96,"[18.84, 20.44, 24.93, 19.02, 20.41]"
Jared,Hahn,25,23.54,2.05,39,110.0,16,0,0,0,0,N/A,18.21,21.37,"[18.72, 23.51, 22.72, 20.38, 21.01]"
Chad,Fisher,21,24.36,1.6,149,204.6,12,0,0,0,0,N/A,20.84,24.14,"[23.02, 26.74, 25.22, 23.89, 23.31]"
Sarah,Hunt,29,23.14,1.95,35,126.4,14,0,0,0,0,N/A,18.98,22.18,"[24.5, 18.98, 20.98, 21.07, 24.76]"
Tiffany,Owens,29,22.78,2.39,36,79.2,16,0,0,0,0,N/A,16.16,19.61,"[18.17, 20.33, 17.89, 22.11, 20.34]"
Bonnie,Barrett,23,24.95,2.26,103,207.2,12,0,0,0,0,N/A,19.33,22.6,"[26.09, 24.4, 19.49, 19.33, 23.92]"
Regina,Cook,24,23.38,1.68,127,188.9,12,0,0,0,0,N/A,19.25,23.72,"[25.2, 21.9, 23.33, 23.78, 24.04]"
Robert,Garza,29,31.13,2.35,401,405.7,12,0,0,0,0,N/A,27.0,30.69,"[30.49, 29.34, 30.49, 31.09, 32.51]"
Richard,Romero,32,26.26,2.17,283,329.2,6,0,0,0,0,N/A,21.42,26.09,"[28.76, 21.42, 24.28, 28.22, 25.77]"
Sheila,Johnson,28,21.77,1.95,13,53.9,20,0,0,0,0,N/A,16.92,20.43,"[18.71, 17.83, 20.96, 21.61, 21.66]"
Wyatt,Gibson,22,24.37,1.68,133,216.5,12,0,0,0,0,N/A,21.26,23.73,"[23.1, 23.54, 24.1, 24.75, 23.54]"
Michael,Thompson,20,24.72,2.17,195,301.6,12,0,0,0,0,N/A,20.9,24.39,"[27.08, 21.54, 26.39, 24.97, 21.82]"
Gerald,Crane,32,25.85,2.04,174,281.3,6,0,0,0,0,N/A,21.04,24.33,"[22.93, 24.74, 21.04, 25.31, 27.34]"
Jason,Webster,20,24.97,2.2,132,255.8,12,0,0,0,0,N/A,19.78,23.67,"[24.32, 24.97, 22.89, 22.81, 23.79]"
Tyler,Jennings,31,24.53,1.91,84,224.5,12,0,0,0,0,N/A,19.92,23.1,"[24.43, 23.69, 22.16, 23.36, 22.26]"
Gregory,Hood,22,23.95,1.92,52,163.7,12,0,0,0,0,N/A,18.72,21.8,"[20.95, 21.16, 28.24, 21.33, 22.91]"
Taylor,Roach,20,21.98,2.04,13,77.4,18,0,0,0,0,N/A,17.55,21.14,"[21.05, 24.22, 22.56, 19.27, 19.8]"
Carol,Cook,22,26.35,2.11,186,302.6,12,0,0,0,0,N/A,21.98,24.73,"[23.1, 24.57, 25.26, 24.37, 25.33]"
Adam,Baker,25,23.33,2.06,93,153.0,12,0,0,0,0,N/A,19.28,22.39,"[22.3, 21.94, 21.1, 22.93, 23.32]"
Karen,Hunter,26,22.31,2.3,29,112.0,14,0,0,0,0,N/A,17.8,21.24,"[19.77, 23.01, 20.15, 20.56, 23.83]"
Rebecca,Brown,26,23.09,1.94,55,132.3,14,0,0,0,0,N/A,18.87,21.36,"[23.2, 20.1, 23.0, 19.63, 20.99]"
George,Wright,29,21.31,1.55,17,42.0,20,0,0,0,0,N/A,17.17,20.43,"[21.51, 20.12, 18.49, 21.69, 19.66]"
Jonathan,Howe,30,25.74,2.03,201,255.6,12,0,0,0,0,N/A,22.57,24.67,"[24.06, 23.66, 25.45, 24.95, 25.01]"
Michael,Lee,30,23.98,2.01,96,181.6,12,0,0,0,0,N/A,20.51,22.55,"[23.81, 22.72, 23.96, 20.59, 21.12]"
Jennifer,Chung,30,24.07,2.36,85,183.0,12,0,0,0,0,N/A,19.76,23.02,"[21.91, 22.04, 25.11, 19.76, 28.28]"
David,Clarke,27,24.77,1.64,91,224.2,12,0,0,0,0,N/A,20.65,23.18,"[22.36, 22.2, 28.28, 24.98, 20.96]"
Amanda,Thomas,23,26.23,1.46,258,313.2,12,0,0,0,0,N/A,22.21,25.68,"[23.64, 27.21, 23.45, 26.51, 26.9]"
Christopher,Kim,22,21.79,1.39,17,53.6,18,0,0,0,0,N/A,17.81,20.22,"[20.19, 19.9, 22.92, 19.89, 20.57]"
Justin,Santana,23,23.73,2.27,38,126.9,14,0,0,0,0,N/A,16.42,22.29,"[23.53, 22.77, 25.82, 20.07, 20.58]"
Brooke,Hunter,27,22.35,2.08,40,81.0,16,0,0,0,0,N/A,17.01,20.67,"[24.22, 20.68, 23.03, 17.01, 18.29]"
Ronald,Ward,28,25.07,2.04,132,242.5,12,0,0,0,0,N/A,20.53,23.82,"[23.69, 23.52, 22.0, 24.26, 26.33]"
