The South Bend Open Tournament in United States
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Derrick,Collins,26.52,"[22.34, 26.54, 25.58, 27.45, 28.1]"
314th,Joshua,Figueroa,26.57,"['DNF', 26.1, 26.19, 24.24, 27.41]"
315th,Kristi,Reeves,26.57,"[26.77, 24.31, 26.6, 26.45, 26.65]"
316th,Cody,Howard,26.57,"[25.86, 27.33, 27.04, 23.25, 26.82]"
317th,Amanda,Thomas,26.62,"[25.76, 'DNF', 28.88, 22.21, 25.21]"
318th,Nicholas,Smith,26.67,"[27.5, 27.17, 24.87, 28.23, 25.33]"
319th,Elaine,Williams,26.68,"[23.74, 30.3, 24.66, 25.95, 29.44]"
320th,Christina,Willis,26.68,"[26.73, 22.86, 27.44, 25.87, 28.01]"
321st,Chelsea,Johnston,26.68,"[26.16, 25.66, 29.49, 20.76, 28.23]"
322nd,Kathleen,Nguyen,26.71,"[27.58, 26.03, 26.52, 22.9, 'DNF']"
323rd,Patrick,Taylor,26.72,"[28.06, 27.35, 25.3, 26.35, 26.46]"
324th,Lindsay,Harris,26.72,"[27.02, 26.14, 25.98, 28.58, 27.0]"
325th,Carol,Cook,26.73,"[28.53, 25.26, 27.8, 27.13, 22.77]"
326th,Steve,Moore,26.74,"[27.49, 27.46, 26.46, 23.83, 26.3]"
327th,Renee,Rogers,26.74,"[26.29, 28.15, 25.84, 27.06, 26.86]"
328th,Veronica,Martinez,26.75,"[27.23, 'DNF', 26.24, 26.79, 24.4]"
329th,Anna,Charles,26.78,"[28.73, 18.92, 27.85, 25.37, 27.12]"
330th,Jennifer,Wyatt,26.86,"[26.35, 26.98, 27.24, 24.33, 27.69]"
331st,Peter,Fox,26.9,"[27.63, 26.11, 27.99, 26.95, 23.42]"
332nd,Justin,Santos,26.95,"[27.72, 'DNF', 22.74, 25.72, 27.4]"
333rd,Luke,Dawson,26.98,"[24.47, 28.36, 28.11, 30.68, 23.86]"
334th,Jeremy,Ferguson,26.99,"[26.07, 26.93, 'DNF', 27.96, 23.84]"
335th,Kimberly,Roberts,27.03,"[28.1, 26.92, 27.88, 26.29, 24.06]"
336th,Lindsey,Bradshaw,27.04,"[29.52, 27.41, 25.45, 26.07, 27.64]"
337th,Diane,White,27.06,"[28.76, 25.57, 26.4, 28.4, 26.37]"
338th,Steven,Meyer,27.08,"[27.44, 27.6, 23.61, 26.2, 27.83]"
339th,Jennifer,Sexton,27.11,"[26.74, 27.52, 28.09, 27.07, 25.2]"
340th,Carolyn,Fuentes,27.12,"[29.16, 26.07, 29.01, 25.51, 26.28]"
341st,Caitlin,Rivera,27.12,"[32.31, 26.86, 27.83, 23.48, 26.67]"
342nd,Cody,Jenkins,27.19,"[29.29, 26.62, 25.67, 24.66, 31.05]"
343rd,Brandon,Martinez,27.21,"[25.44, 29.58, 25.32, 26.61, 30.13]"
344th,Rebecca,Williams,27.21,"[27.92, 24.9, 26.28, 28.17, 27.44]"
345th,Ricardo,Flowers,27.31,"[27.7, 24.97, 27.55, 28.42, 26.67]"
346th,Julie,Hall,27.32,"[29.19, 28.45, 26.55, 26.97, 25.98]"
347th,Justin,Anderson,27.35,"[27.23, 27.22, 27.6, 24.69, 27.78]"
348th,Daniel,Hoffman,27.39,"[29.49, 26.91, 27.26, 22.73, 27.99]"
349th,John,Flores,27.4,"[18.1, 28.04, 25.61, 28.56, 29.31]"
350th,Daniel,Espinoza,27.42,"[21.87, 28.25, 28.18, 26.25, 27.83]"
351st,Kyle,Alvarez,27.43,"[25.15, 26.96, 28.62, 26.72, 31.86]"
352nd,Kevin,Dougherty,27.47,"[30.43, 28.44, 27.43, 26.55, 23.68]"
353rd,Daniel,Phillips,27.58,"[28.74, 27.12, 25.91, 28.49, 27.14]"
354th,James,Dunn,27.69,"[25.93, 25.78, 28.31, 28.82, 29.98]"
355th,Bruce,Phillips,27.7,"[29.11, 29.69, 30.12, 23.73, 24.3]"
356th,David,Johnson,27.71,"[28.47, 28.62, 26.88, 26.93, 27.73]"
357th,Jason,Webster,27.73,"[30.4, 26.46, 23.97, 27.68, 29.06]"
358th,John,Bennett,27.76,"[28.12, 29.53, 29.71, 25.64, 25.01]"
359th,Richard,Romero,27.82,"[25.81, 29.97, 28.38, 29.28, 24.12]"
360th,Natasha,Williams,27.84,"['DNF', 26.43, 27.62, 29.48, 22.4]"
361st,Michael,Miller,27.85,"[27.7, 25.06, 27.5, 'DNF', 28.36]"
362nd,Mark,Thomas,27.94,"[27.38, 28.97, 27.22, 27.48, 29.13]"
363rd,Pamela,Robinson,27.95,"[21.8, 28.27, 28.0, 27.59, 28.62]"
364th,Gerald,Crane,27.95,"[28.63, 22.33, 27.62, 27.83, 28.39]"
365th,Rhonda,Phillips,28.0,"[29.74, 30.98, 28.26, 25.99, 23.91]"
366th,Derek,Butler,28.01,"[25.51, 31.62, 28.83, 27.2, 28.0]"
367th,Robert,Roy,28.02,"[28.33, 28.22, 27.51, 27.15, 30.39]"
368th,David,Reeves,28.1,"[27.14, 28.98, 25.13, 29.08, 28.18]"
369th,Lee,Nicholson,28.16,"[29.8, 23.9, 28.56, 30.3, 26.12]"
370th,Robert,Phillips,28.17,"[29.65, 26.14, 28.5, 27.07, 28.94]"
371st,Christy,Gallegos,28.29,"[28.93, 26.91, 'DNF', 29.02, 26.17]"
372nd,Jennifer,Mitchell,28.34,"[26.48, 29.21, 26.44, 29.33, 31.41]"
373rd,Alex,Donaldson,28.37,"[28.32, 30.39, 28.98, 27.82, 27.29]"
374th,David,Lee,28.41,"[27.75, 27.34, 26.57, 30.13, 'DNF']"
375th,William,Peterson,28.41,"[30.11, 26.36, 31.55, 27.43, 27.69]"
376th,Emily,Kim,28.44,"[22.61, 29.08, 'DNF', 27.93, 28.3]"
377th,Colin,Rojas,28.47,"[29.1, 23.48, 28.8, 30.45, 27.52]"
378th,James,Armstrong,28.48,"[27.97, 28.99, 28.0, 28.46, 29.02]"
379th,Jack,Wilson,28.61,"[28.32, 28.93, 27.95, 'DNF', 28.58]"
380th,Lori,Dixon,28.66,"[31.96, 31.32, 26.45, 27.83, 26.84]"
381st,Frank,Herrera,28.84,"[29.78, 28.71, 29.03, 27.66, 28.78]"
382nd,Wendy,Oconnor,28.88,"[28.44, 29.33, 28.46, 28.84, 33.34]"
383rd,Jeremiah,Allen,29.03,"[26.92, 29.9, 29.73, 27.47, 30.15]"
384th,Aimee,Stewart,29.12,"[27.74, 28.97, 30.59, 30.71, 27.79]"
385th,Bonnie,Lee,29.17,"[27.65, 28.34, 28.84, 32.59, 30.32]"
386th,Faith,Gonzalez,29.18,"[29.11, 27.07, 31.17, 27.27, 31.62]"
387th,Kathleen,Compton,29.21,"[32.78, 27.07, 30.66, 27.54, 29.43]"
388th,Ricardo,Henry,29.22,"[28.32, 29.93, 26.07, 30.24, 29.4]"
389th,Jose,Brooks,29.32,"[32.46, 30.73, 28.26, 28.97, 27.49]"
390th,Mary,Williams,29.34,"[29.93, 27.93, 28.93, 29.16, 31.87]"
391st,Tina,Mcfarland,29.51,"[25.21, 28.57, 29.99, 30.91, 29.96]"
392nd,Colleen,Stewart,29.8,"[28.32, 32.83, 29.78, 27.71, 31.3]"
393rd,Jeffery,Solis,29.87,"[31.41, 28.94, 31.2, 29.48, 24.36]"
394th,Brian,Braun,29.96,"[32.16, 31.2, 29.06, 29.61, 28.55]"
395th,Kayla,Bean,30.44,"[32.47, 28.86, 29.1, 30.97, 31.25]"
396th,Gerald,Williams,30.47,"[28.87, 27.43, 31.7, 31.6, 30.93]"
397th,Caitlyn,Gonzalez,30.63,"[29.79, 31.51, 30.91, 26.23, 31.2]"
398th,William,Mccoy,30.65,"[32.45, 29.2, 28.15, 30.53, 32.21]"
399th,Scott,Perry,31.26,"[30.56, 32.96, 30.64, 27.15, 32.59]"
400th,Dustin,Vega,31.41,"[29.23, 34.13, 29.47, 31.53, 33.22]"
401st,David,Stevens,31.74,"[30.53, 32.12, 30.38, 32.57, 33.22]"
402nd,Robert,Garza,31.91,"[29.73, 32.39, 34.89, 31.13, 32.21]"
403rd,Karen,Dickerson,32.41,"[30.34, 32.69, 34.03, 'DNF', 30.5]"
404th,Henry,Hunter,DNF,"[21.0, 'DNF', 22.6, 'DNF', 19.09]"
