The Johannesburg Open Tournament in South Africa
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Kimberly,Fisher,26.44,"[25.28, 25.43, 26.2, 29.6, 27.68]"
314th,Jeff,Miller,26.47,"[28.45, 28.25, 23.19, 24.25, 26.92]"
315th,John,Fisher,26.48,"[23.85, 26.57, 27.46, 25.42, 27.83]"
316th,Kimberly,Wells,26.48,"[25.01, 24.95, 27.6, 26.93, 27.51]"
317th,Jennifer,Lewis,26.49,"[27.33, 26.67, 23.85, 25.48, 'DNF']"
318th,Sarah,Barron,26.53,"[27.34, 26.25, 26.01, 27.95, 25.6]"
319th,Derek,Butler,26.53,"[24.94, 26.32, 28.41, 28.34, 24.34]"
320th,Yvonne,Ross,26.54,"[25.51, 25.44, 27.74, 29.14, 26.36]"
321st,Christopher,Garcia,26.58,"[27.81, 25.62, 'DNF', 24.0, 26.31]"
322nd,Richard,Romero,26.66,"[25.6, 30.68, 27.29, 26.84, 25.86]"
323rd,Joshua,Dean,26.67,"[26.91, 24.55, 26.44, 26.65, 27.4]"
324th,Tina,Mcfarland,26.7,"[28.27, 25.84, 27.34, 24.2, 26.92]"
325th,James,Dunn,26.71,"[27.7, 24.28, 26.14, 26.28, 27.95]"
326th,Jeanne,Zimmerman,26.72,"[29.73, 25.6, 29.45, 23.98, 25.1]"
327th,Kimberly,Roberts,26.77,"[26.81, 26.69, 27.87, 25.89, 26.8]"
328th,Cynthia,Hartman,26.78,"[28.27, 25.63, 22.85, 28.63, 26.45]"
329th,Daniel,Reyes,26.79,"[27.65, 25.45, 26.33, 26.4, 27.7]"
330th,Gerald,Crane,26.79,"[25.66, 28.13, 27.49, 27.21, 25.56]"
331st,Amy,Allen,26.81,"[27.51, 27.38, 24.87, 27.46, 25.6]"
332nd,Steven,Meyer,26.82,"[28.74, 28.39, 26.71, 24.64, 25.35]"
333rd,Darren,Frazier,26.84,"['DNF', 23.8, 26.46, 28.52, 25.53]"
334th,Veronica,Martinez,26.85,"[26.21, 27.96, 22.02, 26.37, 'DNF']"
335th,Lindsey,Bradshaw,26.92,"[27.73, 26.47, 26.57, 28.46, 26.18]"
336th,Ana,Mitchell,26.93,"[27.47, 26.12, 23.51, 27.21, 28.87]"
337th,Eric,Young,26.94,"[25.12, 25.28, 27.54, 30.56, 28.01]"
338th,Patricia,Tyler,26.94,"[23.86, 27.61, 24.36, 29.77, 28.85]"
339th,Daniel,Hoffman,27.01,"[26.15, 24.59, 27.39, 27.5, 30.03]"
340th,John,Flores,27.02,"[28.22, 27.56, 23.39, 27.09, 26.42]"
341st,Chelsea,Johnston,27.03,"[27.07, 27.23, 26.78, 29.2, 24.01]"
342nd,Kyle,Alvarez,27.06,"[29.71, 28.61, 25.62, 26.96, 24.31]"
343rd,Lisa,Brady,27.09,"[25.34, 27.11, 27.74, 26.43, 'DNF']"
344th,Jeremy,Ferguson,27.11,"[28.63, 26.7, 25.4, 28.84, 26.01]"
345th,Krystal,Smith,27.22,"[28.7, 26.44, 'DNF', 26.51, 21.74]"
346th,William,Peterson,27.25,"[29.1, 26.91, 26.87, 25.56, 27.96]"
347th,Monica,Mack,27.42,"[32.33, 27.99, 25.84, 28.44, 22.72]"
348th,Karen,Flores,27.47,"[26.37, 28.32, 27.59, 26.51, 29.77]"
349th,Ricardo,Henry,27.49,"[29.01, 27.31, 29.33, 26.16, 25.87]"
350th,William,Mccoy,27.49,"[27.13, 27.11, 31.26, 25.82, 28.24]"
351st,Pamela,Robinson,27.51,"[27.52, 29.66, 25.06, 25.34, 'DNF']"
352nd,Carolyn,Fuentes,27.57,"[28.39, 25.93, 28.6, 25.62, 28.4]"
353rd,Rebecca,Williams,27.57,"[28.42, 27.42, 27.66, 25.23, 27.64]"
354th,Lori,Dixon,27.6,"[29.75, 31.46, 26.16, 26.9, 26.16]"
355th,Jennifer,Sexton,27.66,"[26.47, 27.53, 28.99, 28.98, 25.39]"
356th,Luke,Dawson,27.67,"[30.46, 25.42, 27.36, 26.73, 28.93]"
357th,Peter,Fox,27.75,"[29.32, 27.14, 24.7, 27.52, 28.6]"
358th,Colleen,Stewart,27.77,"[32.34, 27.9, 27.83, 27.59, 27.54]"
359th,Jaime,Sullivan,27.81,"[28.27, 27.65, 27.51, 29.28, 25.63]"
360th,Steve,Moore,27.83,"[29.1, 29.7, 26.17, 25.89, 28.23]"
361st,Richard,Brown,27.86,"[25.93, 23.27, 30.33, 28.39, 29.27]"
362nd,Carol,Cook,27.89,"[28.46, 26.86, 29.43, 28.35, 26.86]"
363rd,Christy,Gallegos,27.93,"[28.5, 24.49, 28.0, 27.89, 27.89]"
364th,Kathleen,Compton,27.98,"[27.2, 30.97, 28.62, 28.13, 26.4]"
365th,Jeffery,Solis,27.98,"[27.49, 28.44, 27.78, 27.71, 28.52]"
366th,Christopher,Caldwell,27.99,"[24.83, 'DNF', 25.47, 28.99, 29.51]"
367th,Jeremiah,Allen,28.0,"[28.09, 28.47, 27.45, 31.29, 26.97]"
368th,Wayne,Baker,28.05,"[26.55, 29.91, 29.63, 27.98, 25.33]"
369th,David,Johnson,28.1,"[27.38, 30.31, 28.64, 28.27, 25.17]"
370th,Justin,Anderson,28.18,"[27.99, 25.66, 30.32, 27.9, 28.64]"
371st,Lee,Nicholson,28.34,"[28.97, 29.26, 27.2, 25.9, 28.84]"
372nd,Brittany,Carrillo,28.34,"[33.48, 27.37, 28.67, 25.28, 28.97]"
373rd,Rhonda,Phillips,28.38,"[26.32, 28.75, 28.89, 27.86, 28.54]"
374th,Scott,Perry,28.44,"[28.0, 27.06, 31.74, 30.11, 27.22]"
375th,Julie,Hall,28.55,"['DNF', 28.34, 27.9, 29.41, 26.85]"
376th,Michael,Miller,28.61,"['DNF', 28.03, 27.88, 26.57, 29.93]"
377th,Karen,Dickerson,28.61,"[29.26, 27.68, 29.31, 27.07, 28.88]"
378th,Jose,Brooks,28.61,"[28.68, 27.91, 25.81, 29.24, 30.02]"
379th,Evan,Elliott,28.72,"[28.52, 29.69, 24.9, 27.95, 30.24]"
380th,Samuel,Gallagher,28.83,"[29.27, 29.23, 28.0, 25.58, 31.08]"
381st,Caitlin,Rivera,28.87,"[28.55, 30.61, 27.46, 23.33, 31.82]"
382nd,Aimee,Stewart,28.88,"[30.41, 28.26, 28.63, 26.23, 29.76]"
383rd,Caitlyn,Gonzalez,28.94,"[29.55, 31.6, 25.41, 27.66, 29.62]"
384th,Jennifer,Mitchell,28.94,"[26.26, 30.47, 28.8, 27.56, 31.81]"
385th,David,Reeves,28.95,"[30.54, 24.86, 29.43, 26.87, 'DNF']"
386th,Kayla,Bean,29.0,"[27.1, 27.25, 32.13, 27.61, 'DNF']"
387th,Jack,Wilson,29.01,"[29.83, 26.3, 28.24, 30.94, 28.95]"
388th,Nicholas,Smith,29.1,"['DNF', 25.95, 28.22, 29.89, 29.19]"
389th,Bonnie,Lee,29.13,"[31.6, 27.98, 29.11, 29.69, 28.58]"
390th,Renee,Rogers,29.13,"['DNF', 34.02, 30.17, 23.2, 22.05]"
391st,Cynthia,Moyer,29.13,"['DNF', 30.23, 25.48, 27.56, 29.59]"
392nd,Kevin,Dougherty,29.23,"[28.4, 29.61, 31.64, 25.87, 29.67]"
393rd,James,Armstrong,29.37,"[26.25, 27.32, 28.5, 32.29, 32.49]"
394th,Gerald,Williams,29.45,"['DNF', 27.25, 29.84, 29.83, 28.68]"
395th,Brian,Braun,30.03,"[30.35, 25.06, 29.77, 32.37, 29.98]"
396th,Robert,Phillips,30.11,"[31.82, 28.21, 30.29, 32.25, 26.56]"
397th,Bruce,Phillips,30.12,"['DNF', 27.72, 32.54, 30.09, 26.11]"
398th,Alex,Donaldson,30.22,"[29.9, 33.56, 30.41, 29.17, 30.36]"
399th,Wendy,Oconnor,30.38,"[30.36, 28.55, 31.41, 29.71, 31.08]"
400th,David,Stevens,30.51,"[31.35, 31.83, 30.08, 30.1, 29.56]"
401st,Mary,Williams,30.89,"[36.06, 30.74, 31.36, 28.09, 30.56]"
402nd,Dustin,Vega,31.42,"[29.36, 32.52, 33.86, 32.1, 29.64]"
403rd,Robert,Garza,32.92,"[32.17, 34.32, 33.9, 32.02, 32.69]"
404th,Robert,Roy,DNF,"[29.96, 'DNF', 29.33, 'DNF', 28.27]"
