The Johannesburg Open Tournament in South Africa
Best Single,14.51,Daria Buchkovsky,Best AO5,18.27,Tanya Lee,"[14.7, 17.18, 20.76, 16.88, 25.82]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
248th,Andrew,Gonzalez,25.48,24.39,25.51,"[25.44, 25.76, 26.49, 24.39, 25.33]",5,0
249th,Jennifer,Wyatt,25.53,24.64,25.52,"[24.64, 26.4, 26.29, 25.45, 24.83]",5,0
250th,Thomas,Dalton,25.35,22.93,25.56,"[26.92, 25.74, 24.03, 27.13, 22.93]",5,0
251st,Susan,Page,25.68,24.11,25.59,"[25.77, 24.46, 26.53, 24.11, 27.51]",5,0
252nd,Brandon,Martinez,25.57,23.59,25.6,"[27.09, 23.59, 27.51, 24.12, 25.58]",5,0
253rd,Joshua,Figueroa,26.12,23.67,25.61,"[26.08, 30.11, 23.67, 26.97, 23.77]",5,0
254th,David,Mitchell,25.18,20.8,25.61,"[24.91, 28.26, 24.72, 20.8, 27.2]",5,0
255th,Brandon,Rodriguez,25.69,24.44,25.62,"[24.44, 25.85, 24.9, 27.15, 26.1]",5,0
256th,Anthony,Holmes,25.6,24.25,25.63,"[24.25, 25.22, 26.93, 26.32, 25.34]",5,0
257th,Chelsea,Castillo,25.22,21.83,25.64,"[26.13, 25.24, 25.56, 27.37, 21.83]",5,0
258th,Amanda,Thomas,25.55,23.45,25.68,"[23.64, 27.21, 23.45, 26.51, 26.9]",5,0
259th,Paula,Mcgee,26.15,23.37,25.7,"[23.53, 24.87, 23.37, 30.28, 28.69]",5,0
260th,Randall,Campbell,25.78,23.66,25.72,"[26.11, 23.77, 23.66, 27.28, 28.11]",5,0
261st,Rebecca,Palmer,25.25,22.29,25.76,"[26.23, 26.35, 22.29, 26.67, 24.7]",5,0
262nd,James,Dickson,25.67,23.35,25.76,"[25.11, 25.3, 27.73, 23.35, 26.87]",5,0
263rd,David,Mcgee,25.84,24.18,25.77,"[27.05, 27.67, 24.18, 25.2, 25.07]",5,0
264th,Kimberly,Martin,25.55,22.35,25.77,"[26.56, 28.07, 22.35, 24.61, 26.15]",5,0
265th,Christina,Marshall,25.53,22.56,25.8,"[26.46, 24.3, 22.56, 27.67, 26.65]",5,0
266th,Michael,Woodward,25.1,22.92,25.83,"[22.92, 25.58, 'DNF', 25.78, 26.12]",4,1
267th,Barbara,Peterson,25.95,22.46,25.84,"[26.23, 22.46, 25.54, 29.77, 25.76]",5,0
268th,Daniel,Phillips,25.87,23.09,25.84,"[23.09, 26.4, 26.47, 28.73, 24.66]",5,0
269th,Tonya,Molina,25.86,24.04,25.84,"[25.88, 24.04, 27.76, 25.93, 25.7]",5,0
270th,Matthew,Romero,26.1,22.56,25.84,"[27.04, 30.41, 22.56, 24.3, 26.17]",5,0
271st,Krystal,Kane,26.04,23.06,25.84,"[28.56, 24.03, 24.92, 29.66, 23.06]",5,0
272nd,Tyler,Jennings,26.01,24.51,25.84,"[28.0, 27.45, 24.51, 25.07, 25.0]",5,0
273rd,Jonathan,Howe,26.76,23.98,25.86,"[26.98, 32.29, 24.29, 23.98, 26.3]",5,0
274th,Matthew,Gutierrez,26.06,23.46,25.89,"[24.89, 29.13, 23.46, 25.22, 27.57]",5,0
275th,John,Bennett,25.73,24.04,25.9,"[25.93, 25.77, 24.04, 26.87, 26.01]",5,0
276th,Katelyn,Douglas,25.98,23.72,25.91,"[28.48, 27.97, 25.92, 23.72, 23.84]",5,0
277th,Cory,Warner,25.58,23.44,25.92,"[23.44, 26.1, 26.65, 26.74, 25.0]",5,0
278th,Joseph,Morton,26.07,25.1,25.98,"[26.37, 25.32, 26.24, 27.32, 25.1]",5,0
279th,Jennifer,Fuller,26.68,25.3,26.01,"[25.94, 26.55, 30.04, 25.53, 25.3]",5,0
280th,Melissa,Turner,26.03,22.27,26.01,"[26.4, 26.51, 22.27, 25.12, 29.89]",5,0
281st,Amber,Aguilar,26.04,24.48,26.02,"[27.66, 25.75, 27.63, 24.69, 24.48]",5,0
282nd,Elaine,Williams,26.01,23.62,26.03,"[23.62, 28.35, 24.24, 26.95, 26.9]",5,0
283rd,Bonnie,Barrett,26.43,24.06,26.04,"[29.94, 24.06, 28.08, 24.8, 25.25]",5,0
284th,Alexander,Esparza,26.08,24.14,26.06,"[27.25, 28.05, 25.54, 25.38, 24.14]",5,0
285th,Kayla,James,25.21,22.61,26.07,"[25.28, 27.23, 22.61, 'DNF', 25.71]",4,1
286th,Ricardo,Flowers,26.39,24.35,26.07,"[26.55, 26.17, 24.35, 29.36, 25.49]",5,0
287th,Rickey,Murphy,25.14,22.29,26.09,"[27.56, 'DNF', 24.98, 25.73, 22.29]",4,1
288th,Jason,Webster,25.59,24.05,26.1,"[24.05, 25.3, 'DNF', 28.78, 24.22]",4,1
289th,Anna,Valenzuela,25.92,23.09,26.12,"[26.63, 28.14, 26.03, 23.09, 25.7]",5,0
290th,Tyler,Roach,26.14,24.29,26.12,"[24.29, 26.52, 27.21, 28.07, 24.63]",5,0
291st,Lindsay,Harris,26.65,25.15,26.14,"[26.79, 25.15, 25.81, 29.67, 25.82]",5,0
292nd,David,Lee,26.53,23.98,26.15,"[24.77, 27.88, 25.8, 30.23, 23.98]",5,0
293rd,Sharon,Dickson,25.76,23.34,26.15,"[26.92, 25.92, 27.06, 25.6, 23.34]",5,0
294th,Benjamin,Bowen,26.3,25.14,26.18,"[27.09, 26.07, 25.39, 25.14, 27.81]",5,0
295th,Frank,Herrera,26.64,24.32,26.23,"[25.48, 26.7, 30.2, 24.32, 26.52]",5,0
296th,John,Tucker,25.88,21.85,26.25,"[26.78, 28.83, 21.85, 25.9, 26.06]",5,0
297th,Nathaniel,Vargas,25.5,21.35,26.25,"[27.32, 25.88, 27.36, 21.35, 25.56]",5,0
298th,Colin,Rojas,26.54,25.94,26.27,"[26.04, 26.43, 27.96, 26.33, 25.94]",5,0
299th,Robert,Blanchard,25.8,22.61,26.29,"[24.26, 22.61, 27.5, 27.37, 27.25]",5,0
300th,Paige,Johnson,26.03,25.23,26.3,"[27.79, 'DNF', 25.42, 25.23, 25.68]",4,1
301st,Patrick,Taylor,25.94,24.85,26.31,"[25.87, 26.18, 24.85, 26.88, 'DNF']",4,1
302nd,David,Khan,26.37,23.67,26.34,"[24.25, 28.7, 23.67, 29.19, 26.07]",5,0
303rd,Michael,Thompson,26.0,24.99,26.34,"['DNF', 25.91, 24.99, 25.6, 27.52]",4,1
304th,Alan,Morrow,26.28,23.73,26.35,"[26.88, 27.77, 23.73, 24.39, 28.64]",5,0
305th,John,Oconnor,26.49,25.7,26.36,"[25.98, 25.7, 26.5, 26.59, 27.68]",5,0
306th,Cody,Howard,26.42,25.3,26.37,"[27.14, 26.59, 25.3, 27.67, 25.39]",5,0
307th,Natasha,Williams,26.38,23.89,26.37,"[27.11, 27.33, 28.87, 23.89, 24.68]",5,0
308th,Kayla,Malone,26.75,24.91,26.38,"[24.97, 29.72, 26.63, 24.91, 27.53]",5,0
309th,Emily,Kim,25.56,21.43,26.38,"[27.25, 26.3, 25.75, 27.09, 21.43]",5,0
310th,Michelle,Boyle,25.69,23.62,26.38,"[23.62, 28.51, 'DNF', 26.28, 24.34]",4,1
311th,Donna,Adams,26.56,24.44,26.39,"[26.47, 24.67, 28.03, 29.17, 24.44]",5,0
312th,Christian,Fleming,26.08,24.06,26.4,"[25.85, 26.66, 24.06, 27.14, 26.69]",5,0
313th,Kimberly,Fisher,26.84,25.28,26.44,"[25.28, 25.43, 26.2, 29.6, 27.68]",5,0
314th,Jeff,Miller,26.22,23.19,26.47,"[28.45, 28.25, 23.19, 24.25, 26.92]",5,0
315th,John,Fisher,26.22,23.85,26.48,"[23.85, 26.57, 27.46, 25.42, 27.83]",5,0
316th,Kimberly,Wells,26.4,24.95,26.48,"[25.01, 24.95, 27.6, 26.93, 27.51]",5,0
317th,Jennifer,Lewis,25.83,23.85,26.49,"[27.33, 26.67, 23.85, 25.48, 'DNF']",4,1
318th,Sarah,Barron,26.63,25.6,26.53,"[27.34, 26.25, 26.01, 27.95, 25.6]",5,0
319th,Derek,Butler,26.47,24.34,26.53,"[24.94, 26.32, 28.41, 28.34, 24.34]",5,0
320th,Yvonne,Ross,26.84,25.44,26.54,"[25.51, 25.44, 27.74, 29.14, 26.36]",5,0
321st,Christopher,Garcia,25.93,24.0,26.58,"[27.81, 25.62, 'DNF', 24.0, 26.31]",4,1
322nd,Richard,Romero,27.26,25.6,26.66,"[25.6, 30.68, 27.29, 26.84, 25.86]",5,0
323rd,Joshua,Dean,26.39,24.55,26.67,"[26.91, 24.55, 26.44, 26.65, 27.4]",5,0
324th,Tina,Mcfarland,26.51,24.2,26.7,"[28.27, 25.84, 27.34, 24.2, 26.92]",5,0
325th,James,Dunn,26.47,24.28,26.71,"[27.7, 24.28, 26.14, 26.28, 27.95]",5,0
326th,Jeanne,Zimmerman,26.77,23.98,26.72,"[29.73, 25.6, 29.45, 23.98, 25.1]",5,0
327th,Kimberly,Roberts,26.81,25.89,26.77,"[26.81, 26.69, 27.87, 25.89, 26.8]",5,0
328th,Cynthia,Hartman,26.36,22.85,26.78,"[28.27, 25.63, 22.85, 28.63, 26.45]",5,0
329th,Daniel,Reyes,26.71,25.45,26.79,"[27.65, 25.45, 26.33, 26.4, 27.7]",5,0
330th,Gerald,Crane,26.81,25.56,26.79,"[25.66, 28.13, 27.49, 27.21, 25.56]",5,0
331st,Amy,Allen,26.57,24.87,26.81,"[27.51, 27.38, 24.87, 27.46, 25.6]",5,0
332nd,Steven,Meyer,26.77,24.64,26.82,"[28.74, 28.39, 26.71, 24.64, 25.35]",5,0
333rd,Darren,Frazier,26.08,23.8,26.84,"['DNF', 23.8, 26.46, 28.52, 25.53]",4,1
334th,Veronica,Martinez,25.64,22.02,26.85,"[26.21, 27.96, 22.02, 26.37, 'DNF']",4,1
335th,Lindsey,Bradshaw,27.08,26.18,26.92,"[27.73, 26.47, 26.57, 28.46, 26.18]",5,0
336th,Ana,Mitchell,26.64,23.51,26.93,"[27.47, 26.12, 23.51, 27.21, 28.87]",5,0
337th,Eric,Young,27.3,25.12,26.94,"[25.12, 25.28, 27.54, 30.56, 28.01]",5,0
338th,Patricia,Tyler,26.88,23.86,26.94,"[23.86, 27.61, 24.36, 29.77, 28.85]",5,0
339th,Daniel,Hoffman,27.13,24.59,27.01,"[26.15, 24.59, 27.39, 27.5, 30.03]",5,0
340th,John,Flores,26.54,23.39,27.02,"[28.22, 27.56, 23.39, 27.09, 26.42]",5,0
341st,Chelsea,Johnston,26.86,24.01,27.03,"[27.07, 27.23, 26.78, 29.2, 24.01]",5,0
342nd,Kyle,Alvarez,27.05,24.31,27.06,"[29.71, 28.61, 25.62, 26.96, 24.31]",5,0
343rd,Lisa,Brady,26.66,25.34,27.09,"[25.34, 27.11, 27.74, 26.43, 'DNF']",4,1
344th,Jeremy,Ferguson,27.11,25.4,27.11,"[28.63, 26.7, 25.4, 28.84, 26.01]",5,0
345th,Krystal,Smith,25.85,21.74,27.22,"[28.7, 26.44, 'DNF', 26.51, 21.74]",4,1
346th,William,Peterson,27.28,25.56,27.25,"[29.1, 26.91, 26.87, 25.56, 27.96]",5,0
347th,Monica,Mack,27.46,22.72,27.42,"[32.33, 27.99, 25.84, 28.44, 22.72]",5,0
348th,Karen,Flores,27.71,26.37,27.47,"[26.37, 28.32, 27.59, 26.51, 29.77]",5,0
349th,Ricardo,Henry,27.53,25.87,27.49,"[29.01, 27.31, 29.33, 26.16, 25.87]",5,0
350th,William,Mccoy,27.91,25.82,27.49,"[27.13, 27.11, 31.26, 25.82, 28.24]",5,0
351st,Pamela,Robinson,26.89,25.06,27.51,"[27.52, 29.66, 25.06, 25.34, 'DNF']",4,1
352nd,Carolyn,Fuentes,27.39,25.62,27.57,"[28.39, 25.93, 28.6, 25.62, 28.4]",5,0
353rd,Rebecca,Williams,27.27,25.23,27.57,"[28.42, 27.42, 27.66, 25.23, 27.64]",5,0
354th,Lori,Dixon,28.09,26.16,27.6,"[29.75, 31.46, 26.16, 26.9, 26.16]",5,0
355th,Jennifer,Sexton,27.47,25.39,27.66,"[26.47, 27.53, 28.99, 28.98, 25.39]",5,0
356th,Luke,Dawson,27.79,25.42,27.67,"[30.46, 25.42, 27.36, 26.73, 28.93]",5,0
357th,Peter,Fox,27.46,24.7,27.75,"[29.32, 27.14, 24.7, 27.52, 28.6]",5,0
358th,Colleen,Stewart,28.64,27.54,27.77,"[32.34, 27.9, 27.83, 27.59, 27.54]",5,0
359th,Jaime,Sullivan,27.67,25.63,27.81,"[28.27, 27.65, 27.51, 29.28, 25.63]",5,0
360th,Steve,Moore,27.81,25.89,27.83,"[29.1, 29.7, 26.17, 25.89, 28.23]",5,0
361st,Richard,Brown,27.44,23.27,27.86,"[25.93, 23.27, 30.33, 28.39, 29.27]",5,0
362nd,Carol,Cook,27.99,26.86,27.89,"[28.46, 26.86, 29.43, 28.35, 26.86]",5,0
363rd,Christy,Gallegos,27.35,24.49,27.93,"[28.5, 24.49, 28.0, 27.89, 27.89]",5,0
364th,Kathleen,Compton,28.26,26.4,27.98,"[27.2, 30.97, 28.62, 28.13, 26.4]",5,0
365th,Jeffery,Solis,27.98,27.49,27.98,"[27.49, 28.44, 27.78, 27.71, 28.52]",5,0
366th,Christopher,Caldwell,27.2,24.83,27.99,"[24.83, 'DNF', 25.47, 28.99, 29.51]",4,1
367th,Jeremiah,Allen,28.45,26.97,28.0,"[28.09, 28.47, 27.45, 31.29, 26.97]",5,0
368th,Wayne,Baker,27.88,25.33,28.05,"[26.55, 29.91, 29.63, 27.98, 25.33]",5,0
369th,David,Johnson,27.95,25.17,28.1,"[27.38, 30.31, 28.64, 28.27, 25.17]",5,0
370th,Justin,Anderson,28.1,25.66,28.18,"[27.99, 25.66, 30.32, 27.9, 28.64]",5,0
371st,Lee,Nicholson,28.04,25.9,28.34,"[28.97, 29.26, 27.2, 25.9, 28.84]",5,0
372nd,Brittany,Carrillo,28.75,25.28,28.34,"[33.48, 27.37, 28.67, 25.28, 28.97]",5,0
373rd,Rhonda,Phillips,28.08,26.32,28.38,"[26.32, 28.75, 28.89, 27.86, 28.54]",5,0
374th,Scott,Perry,28.82,27.06,28.44,"[28.0, 27.06, 31.74, 30.11, 27.22]",5,0
375th,Julie,Hall,28.12,26.85,28.55,"['DNF', 28.34, 27.9, 29.41, 26.85]",4,1
376th,Michael,Miller,28.1,26.57,28.61,"['DNF', 28.03, 27.88, 26.57, 29.93]",4,1
377th,Karen,Dickerson,28.44,27.07,28.61,"[29.26, 27.68, 29.31, 27.07, 28.88]",5,0
378th,Jose,Brooks,28.33,25.81,28.61,"[28.68, 27.91, 25.81, 29.24, 30.02]",5,0
379th,Evan,Elliott,28.26,24.9,28.72,"[28.52, 29.69, 24.9, 27.95, 30.24]",5,0
380th,Samuel,Gallagher,28.63,25.58,28.83,"[29.27, 29.23, 28.0, 25.58, 31.08]",5,0
381st,Caitlin,Rivera,28.35,23.33,28.87,"[28.55, 30.61, 27.46, 23.33, 31.82]",5,0
382nd,Aimee,Stewart,28.66,26.23,28.88,"[30.41, 28.26, 28.63, 26.23, 29.76]",5,0
383rd,Caitlyn,Gonzalez,28.77,25.41,28.94,"[29.55, 31.6, 25.41, 27.66, 29.62]",5,0
384th,Jennifer,Mitchell,28.98,26.26,28.94,"[26.26, 30.47, 28.8, 27.56, 31.81]",5,0
385th,David,Reeves,27.93,24.86,28.95,"[30.54, 24.86, 29.43, 26.87, 'DNF']",4,1
386th,Kayla,Bean,28.52,27.1,29.0,"[27.1, 27.25, 32.13, 27.61, 'DNF']",4,1
387th,Jack,Wilson,28.85,26.3,29.01,"[29.83, 26.3, 28.24, 30.94, 28.95]",5,0
388th,Nicholas,Smith,28.31,25.95,29.1,"['DNF', 25.95, 28.22, 29.89, 29.19]",4,1
389th,Bonnie,Lee,29.39,27.98,29.13,"[31.6, 27.98, 29.11, 29.69, 28.58]",5,0
390th,Renee,Rogers,27.36,22.05,29.13,"['DNF', 34.02, 30.17, 23.2, 22.05]",4,1
391st,Cynthia,Moyer,28.22,25.48,29.13,"['DNF', 30.23, 25.48, 27.56, 29.59]",4,1
392nd,Kevin,Dougherty,29.04,25.87,29.23,"[28.4, 29.61, 31.64, 25.87, 29.67]",5,0
393rd,James,Armstrong,29.37,26.25,29.37,"[26.25, 27.32, 28.5, 32.29, 32.49]",5,0
394th,Gerald,Williams,28.91,27.25,29.45,"['DNF', 27.25, 29.84, 29.83, 28.68]",4,1
395th,Brian,Braun,29.5,25.06,30.03,"[30.35, 25.06, 29.77, 32.37, 29.98]",5,0
396th,Robert,Phillips,29.82,26.56,30.11,"[31.82, 28.21, 30.29, 32.25, 26.56]",5,0
397th,Bruce,Phillips,29.12,26.11,30.12,"['DNF', 27.72, 32.54, 30.09, 26.11]",4,1
398th,Alex,Donaldson,30.68,29.17,30.22,"[29.9, 33.56, 30.41, 29.17, 30.36]",5,0
399th,Wendy,Oconnor,30.22,28.55,30.38,"[30.36, 28.55, 31.41, 29.71, 31.08]",5,0
400th,David,Stevens,30.58,29.56,30.51,"[31.35, 31.83, 30.08, 30.1, 29.56]",5,0
401st,Mary,Williams,31.36,28.09,30.89,"[36.06, 30.74, 31.36, 28.09, 30.56]",5,0
402nd,Dustin,Vega,31.5,29.36,31.42,"[29.36, 32.52, 33.86, 32.1, 29.64]",5,0
403rd,Robert,Garza,33.03,32.02,32.92,"[32.17, 34.32, 33.9, 32.02, 32.69]",5,0
404th,Robert,Roy,29.18,28.27,DNF,"[29.96, 'DNF', 29.33, 'DNF', 28.27]",3,2
