The South Bend Open Tournament in United States
Best Single,14.52,Cheryl Jackson,Best AO5,17.55,Cheryl Jackson,"[15.65, 'DNF', 17.62, 18.09, 16.95]"
Rank,First Name,Last Name,Event AVG,Best Event Single,Best Event AO5,Times,Solves,DNFs
249th,Jeanne,Zimmerman,26.49,21.8,25.6,"[28.17, 23.15, 25.49, 21.8, 32.48]",10,0
250th,Donna,Adams,25.91,23.54,25.62,"[26.78, 'DNF', 24.1, 23.54, 25.97]",9,1
251st,Nathaniel,Vargas,25.61,21.35,25.62,"[23.57, 28.17, 25.67, 26.36, 24.82]",10,0
252nd,Christopher,Caldwell,26.33,23.21,25.63,"[27.3, 24.51, 23.21, 25.08, 28.07]",9,1
253rd,Debra,Martin,25.59,22.83,25.08,"[23.58, 26.55, 27.89, 25.11, 22.83]",10,0
254th,Tyler,Roach,25.96,23.78,25.63,"[28.25, 23.78, 24.97, 27.08, 24.85]",10,0
255th,Eric,Young,26.58,24.57,25.64,"[27.78, 26.2, 25.41, 25.32, 24.57]",10,0
256th,Kimberly,Sawyer,25.27,21.83,24.98,"[24.82, 25.28, 26.74, 24.84, 21.83]",10,0
257th,Mariah,Bowers,25.59,22.98,24.53,"[23.51, 27.01, 30.15, 22.98, 23.07]",10,0
258th,David,Garcia,25.49,23.03,24.82,"[23.03, 24.02, 29.47, 25.51, 24.94]",10,0
259th,Barry,Lewis,25.33,23.48,24.64,"[24.37, 25.16, 24.69, 24.85, 23.48]",10,0
260th,Yvonne,Ross,26.39,23.3,25.72,"[29.15, 25.8, 25.64, 23.3, 25.72]",10,0
261st,Lynn,Cohen,24.67,21.44,24.61,"[25.23, 26.38, 25.24, 23.36, 23.23]",9,1
262nd,James,Miller,24.65,22.98,24.29,"[23.35, 25.59, 25.64, 22.98, 23.93]",9,1
263rd,Bonnie,Barrett,26.27,24.06,25.74,"[29.18, 24.42, 24.07, 27.63, 25.18]",10,0
264th,Robert,Blanchard,25.69,22.61,25.79,"[26.88, 22.74, 24.71, 25.77, 27.75]",10,0
265th,Brittany,Obrien,24.15,20.22,23.98,"[22.43, 23.86, 25.41, 24.06, 24.03]",9,1
266th,Cynthia,Moyer,26.8,22.53,25.81,"[27.03, 22.53, 24.44, 25.96, 28.44]",9,1
267th,Jordan,Chavez,25.13,22.99,25.01,"[22.99, 26.67, 24.01, 24.35, 'DNF']",8,2
268th,Amber,Aguilar,25.89,23.91,25.86,"[27.16, 26.85, 23.91, 25.76, 24.96]",10,0
269th,Christine,Moran,24.41,20.56,24.03,"[22.09, 27.38, 23.86, 24.79, 23.44]",9,1
270th,Christian,Fleming,26.1,24.06,25.89,"[26.49, 25.8, 25.29, 25.39, 27.63]",10,0
271st,Rebecca,Gonzalez,25.92,24.34,25.19,"[25.59, 24.4, 28.8, 24.34, 25.57]",10,0
272nd,Alan,Morrow,26.09,23.73,25.91,"[25.72, 26.16, 25.86, 24.74, 27.01]",10,0
273rd,Daniel,Reyes,26.48,23.23,25.91,"[30.24, 26.64, 27.21, 23.23, 23.88]",10,0
274th,Tony,Bell,24.26,17.64,23.74,"[24.86, 24.55, 21.8, 25.58, 17.64]",10,0
275th,Sarah,Barron,26.47,24.79,25.98,"[28.73, 26.62, 24.79, 24.82, 26.51]",10,0
276th,Lisa,Brady,26.36,24.62,25.99,"[27.19, 24.62, 25.76, 25.01, 27.97]",9,1
277th,Elizabeth,Johnson,25.15,19.65,25.08,"[26.02, 25.7, 23.53, 19.65, 28.54]",10,0
278th,Darren,Frazier,26.06,23.8,26.0,"[27.01, 26.2, 24.78, 27.7, 24.48]",9,1
279th,Michael,Thompson,26.11,24.99,26.01,"[25.48, 27.58, 25.31, 26.31, 26.23]",9,1
280th,David,Khan,26.0,23.67,26.02,"[29.04, 24.34, 'DNF', 24.68, 24.08]",9,1
281st,Joseph,Harmon,25.68,22.24,25.38,"[26.33, 24.56, 25.25, 26.97, 23.9]",10,0
282nd,Alexander,Esparza,25.99,23.7,26.06,"[27.25, 28.05, 25.54, 25.38, 24.14]",10,0
283rd,Taylor,Martinez,25.32,22.55,24.71,"[24.63, 25.45, 24.05, 26.4, 22.55]",10,0
284th,Krystal,Smith,25.77,21.74,26.11,"[26.97, 22.57, 25.06, 27.67, 26.29]",9,1
285th,Samuel,Gallagher,27.57,23.82,26.12,"[29.25, 23.82, 30.44, 24.38, 24.72]",10,0
286th,Elizabeth,Henson,25.37,22.67,23.83,"[24.59, 22.67, 24.01, 26.82, 22.88]",10,0
287th,Ana,Mitchell,26.43,23.51,26.13,"[26.01, 26.53, 25.86, 27.7, 25.0]",10,0
288th,Andrew,Gonzalez,25.71,24.39,25.51,"[25.44, 25.76, 26.49, 24.39, 25.33]",9,1
289th,Kelly,Knight,24.95,21.77,23.53,"[23.18, 21.77, 22.54, 24.86, 26.7]",10,0
290th,Susan,Page,25.76,23.7,25.59,"[25.77, 24.46, 26.53, 24.11, 27.51]",10,0
291st,Matthew,Romero,26.35,22.56,25.84,"[27.04, 30.41, 22.56, 24.3, 26.17]",10,0
292nd,Karen,Flores,26.76,22.67,26.2,"[22.67, 26.08, 27.23, 27.76, 25.3]",10,0
293rd,David,Mitchell,25.66,20.8,25.61,"[24.91, 28.26, 24.72, 20.8, 27.2]",10,0
294th,Kimberly,Wells,26.29,24.75,26.24,"[24.75, 26.5, 27.05, 27.49, 25.16]",10,0
295th,Stacy,Dodson,25.82,24.34,25.39,"[25.25, 27.12, 25.93, 24.98, 24.34]",10,0
296th,Anthony,Holmes,25.95,24.13,25.63,"[24.25, 25.22, 26.93, 26.32, 25.34]",10,0
297th,Kimberly,Fisher,26.6,25.01,26.28,"[27.96, 25.14, 25.01, 27.38, 26.31]",10,0
298th,Wayne,Baker,27.24,24.7,26.29,"[29.46, 25.99, 24.7, 26.15, 26.73]",10,0
299th,Rebecca,Palmer,25.88,22.29,25.76,"[26.23, 26.35, 22.29, 26.67, 24.7]",10,0
300th,Monica,Mack,26.92,22.72,26.34,"[25.16, 26.23, 27.66, 26.75, 26.03]",10,0
301st,Brandon,Rodriguez,26.06,24.44,25.62,"[24.44, 25.85, 24.9, 27.15, 26.1]",10,0
302nd,Evan,Elliott,27.76,24.9,26.34,"[24.94, 27.6, 25.78, 32.34, 25.65]",10,0
303rd,Matthew,Gutierrez,26.41,23.46,25.89,"[24.89, 29.13, 23.46, 25.22, 27.57]",10,0
304th,Barbara,Peterson,26.29,22.46,25.84,"[26.23, 22.46, 25.54, 29.77, 25.76]",10,0
305th,Kayla,Malone,26.51,24.35,26.38,"[24.97, 29.72, 26.63, 24.91, 27.53]",10,0
306th,Brittany,Carrillo,27.9,24.83,26.45,"[25.46, 24.83, 28.1, 30.98, 25.79]",10,0
307th,Barbara,Thomas,24.89,22.11,23.37,"[22.71, 22.78, 23.3, 24.04, 25.18]",10,0
308th,Melissa,Turner,26.24,22.27,26.01,"[26.4, 26.51, 22.27, 25.12, 29.89]",10,0
309th,Gerald,Nelson,25.32,22.89,24.88,"[23.75, 26.54, 25.72, 22.89, 25.17]",9,1
310th,Kimberly,Graves,26.21,24.67,25.43,"[25.63, 26.16, 24.67, 25.0, 25.66]",10,0
311th,Jaime,Sullivan,27.2,24.7,26.5,"[27.34, 24.98, 27.18, 29.48, 24.7]",10,0
312th,Rickey,Murphy,25.82,22.29,26.09,"[27.56, 'DNF', 24.98, 25.73, 22.29]",9,1
313th,Derrick,Collins,25.44,22.09,24.76,"[22.09, 24.34, 24.58, 25.37, 27.93]",10,0
314th,Joshua,Figueroa,26.06,23.67,25.61,"[26.08, 30.11, 23.67, 26.97, 23.77]",9,1
315th,Kristi,Reeves,25.08,22.03,23.86,"[26.43, 22.03, 24.8, 24.6, 22.17]",10,0
316th,Cody,Howard,26.24,23.25,26.37,"[27.14, 26.59, 25.3, 27.67, 25.39]",10,0
317th,Amanda,Thomas,25.53,22.21,25.68,"[23.64, 27.21, 23.45, 26.51, 26.9]",9,1
318th,Nicholas,Smith,27.37,24.87,26.67,"[27.5, 27.17, 24.87, 28.23, 25.33]",9,1
319th,Elaine,Williams,26.41,23.62,26.03,"[23.62, 28.35, 24.24, 26.95, 26.9]",10,0
320th,Christina,Willis,25.89,22.86,25.2,"[25.28, 24.86, 27.45, 25.2, 25.13]",10,0
321st,Chelsea,Johnston,26.46,20.76,26.68,"[26.16, 25.66, 29.49, 20.76, 28.23]",10,0
322nd,Kathleen,Nguyen,25.22,21.42,25.06,"[21.42, 23.78, 25.55, 27.42, 25.85]",9,1
323rd,Patrick,Taylor,26.36,24.85,26.31,"[25.87, 26.18, 24.85, 26.88, 'DNF']",9,1
324th,Lindsay,Harris,26.8,25.15,26.14,"[26.79, 25.15, 25.81, 29.67, 25.82]",10,0
325th,Carol,Cook,27.15,22.77,26.73,"[28.53, 25.26, 27.8, 27.13, 22.77]",10,0
326th,Steve,Moore,27.06,23.83,26.74,"[27.49, 27.46, 26.46, 23.83, 26.3]",10,0
327th,Renee,Rogers,27.07,22.05,26.74,"[26.29, 28.15, 25.84, 27.06, 26.86]",9,1
328th,Veronica,Martinez,25.91,22.02,26.75,"[27.23, 'DNF', 26.24, 26.79, 24.4]",8,2
329th,Anna,Charles,25.16,18.92,25.09,"[25.1, 27.92, 27.26, 22.92, 20.49]",10,0
330th,Jennifer,Wyatt,26.02,24.33,25.52,"[24.64, 26.4, 26.29, 25.45, 24.83]",10,0
331st,Peter,Fox,26.94,23.42,26.9,"[27.63, 26.11, 27.99, 26.95, 23.42]",10,0
332nd,Justin,Santos,25.38,22.74,24.99,"[22.96, 25.29, 26.95, 25.31, 24.37]",9,1
333rd,Luke,Dawson,27.44,23.86,26.98,"[24.47, 28.36, 28.11, 30.68, 23.86]",10,0
334th,Jeremy,Ferguson,26.71,23.84,26.99,"[26.07, 26.93, 'DNF', 27.96, 23.84]",9,1
335th,Kimberly,Roberts,26.73,24.06,26.77,"[26.81, 26.69, 27.87, 25.89, 26.8]",10,0
336th,Lindsey,Bradshaw,27.15,25.45,26.92,"[27.73, 26.47, 26.57, 28.46, 26.18]",10,0
337th,Diane,White,26.29,23.02,25.13,"[24.19, 23.58, 23.02, 27.63, 28.97]",10,0
338th,Steven,Meyer,26.65,23.61,26.82,"[28.74, 28.39, 26.71, 24.64, 25.35]",10,0
339th,Jennifer,Sexton,27.2,25.2,27.11,"[26.74, 27.52, 28.09, 27.07, 25.2]",10,0
340th,Carolyn,Fuentes,27.29,25.51,27.12,"[29.16, 26.07, 29.01, 25.51, 26.28]",10,0
341st,Caitlin,Rivera,27.89,23.33,27.12,"[32.31, 26.86, 27.83, 23.48, 26.67]",10,0
342nd,Cody,Jenkins,25.57,20.56,23.82,"[20.56, 21.84, 24.37, 26.32, 25.26]",10,0
343rd,Brandon,Martinez,26.49,23.59,25.6,"[27.09, 23.59, 27.51, 24.12, 25.58]",10,0
344th,Rebecca,Williams,27.12,24.9,27.21,"[27.92, 24.9, 26.28, 28.17, 27.44]",10,0
345th,Ricardo,Flowers,26.73,24.35,26.07,"[26.55, 26.17, 24.35, 29.36, 25.49]",10,0
346th,Julie,Hall,27.73,25.98,27.32,"[29.19, 28.45, 26.55, 26.97, 25.98]",9,1
347th,Justin,Anderson,27.5,24.69,27.35,"[27.23, 27.22, 27.6, 24.69, 27.78]",10,0
348th,Daniel,Hoffman,27.0,22.73,27.01,"[26.15, 24.59, 27.39, 27.5, 30.03]",10,0
349th,John,Flores,26.23,18.1,27.02,"[28.22, 27.56, 23.39, 27.09, 26.42]",10,0
350th,Daniel,Espinoza,25.23,18.8,24.27,"[24.6, 18.8, 23.67, 24.53, 28.3]",10,0
351st,Kyle,Alvarez,27.45,24.31,27.06,"[29.71, 28.61, 25.62, 26.96, 24.31]",10,0
352nd,Kevin,Dougherty,28.17,23.68,27.47,"[30.43, 28.44, 27.43, 26.55, 23.68]",10,0
353rd,Daniel,Phillips,26.67,23.09,25.84,"[23.09, 26.4, 26.47, 28.73, 24.66]",10,0
354th,James,Dunn,27.11,24.28,26.71,"[27.7, 24.28, 26.14, 26.28, 27.95]",10,0
355th,Bruce,Phillips,28.16,23.73,27.7,"[29.11, 29.69, 30.12, 23.73, 24.3]",9,1
356th,David,Johnson,27.84,25.17,27.71,"[28.47, 28.62, 26.88, 26.93, 27.73]",10,0
357th,Jason,Webster,26.66,23.97,26.1,"[24.05, 25.3, 'DNF', 28.78, 24.22]",9,1
358th,John,Bennett,26.68,24.04,25.9,"[25.93, 25.77, 24.04, 26.87, 26.01]",10,0
359th,Richard,Romero,27.39,24.12,26.66,"[25.6, 30.68, 27.29, 26.84, 25.86]",10,0
360th,Natasha,Williams,26.43,22.4,26.37,"[27.11, 27.33, 28.87, 23.89, 24.68]",9,1
361st,Michael,Miller,27.63,25.06,27.85,"[27.7, 25.06, 27.5, 'DNF', 28.36]",8,2
362nd,Mark,Thomas,26.42,20.12,25.4,"[27.73, 20.12, 27.36, 23.23, 25.6]",10,0
363rd,Pamela,Robinson,26.87,21.8,27.51,"[27.52, 29.66, 25.06, 25.34, 'DNF']",9,1
364th,Gerald,Crane,26.89,22.33,26.79,"[25.66, 28.13, 27.49, 27.21, 25.56]",10,0
365th,Rhonda,Phillips,27.92,23.91,28.0,"[29.74, 30.98, 28.26, 25.99, 23.91]",10,0
366th,Derek,Butler,27.35,24.34,26.53,"[24.94, 26.32, 28.41, 28.34, 24.34]",10,0
367th,Robert,Roy,28.64,27.15,28.02,"[28.33, 28.22, 27.51, 27.15, 30.39]",8,2
368th,David,Reeves,27.8,24.86,28.1,"[27.14, 28.98, 25.13, 29.08, 28.18]",9,1
369th,Lee,Nicholson,27.89,23.9,28.16,"[29.8, 23.9, 28.56, 30.3, 26.12]",10,0
370th,Robert,Phillips,28.94,26.14,28.17,"[29.65, 26.14, 28.5, 27.07, 28.94]",10,0
371st,Christy,Gallegos,27.53,24.49,27.93,"[28.5, 24.49, 28.0, 27.89, 27.89]",9,1
372nd,Jennifer,Mitchell,28.77,26.26,28.34,"[26.48, 29.21, 26.44, 29.33, 31.41]",10,0
373rd,Alex,Donaldson,29.61,27.29,28.37,"[28.32, 30.39, 28.98, 27.82, 27.29]",10,0
374th,David,Lee,27.16,23.98,26.15,"[24.77, 27.88, 25.8, 30.23, 23.98]",9,1
375th,William,Peterson,27.95,25.56,27.25,"[29.1, 26.91, 26.87, 25.56, 27.96]",10,0
376th,Emily,Kim,26.19,21.43,26.38,"[27.25, 26.3, 25.75, 27.09, 21.43]",9,1
377th,Colin,Rojas,27.21,23.48,26.27,"[26.04, 26.43, 27.96, 26.33, 25.94]",10,0
378th,James,Armstrong,28.93,26.25,28.48,"[27.97, 28.99, 28.0, 28.46, 29.02]",10,0
379th,Jack,Wilson,28.67,26.3,28.61,"[28.32, 28.93, 27.95, 'DNF', 28.58]",9,1
380th,Lori,Dixon,28.49,26.16,27.6,"[29.75, 31.46, 26.16, 26.9, 26.16]",10,0
381st,Frank,Herrera,27.72,24.32,26.23,"[25.48, 26.7, 30.2, 24.32, 26.52]",10,0
382nd,Wendy,Oconnor,29.96,28.44,28.88,"[28.44, 29.33, 28.46, 28.84, 33.34]",10,0
383rd,Jeremiah,Allen,28.64,26.92,28.0,"[28.09, 28.47, 27.45, 31.29, 26.97]",10,0
384th,Aimee,Stewart,28.92,26.23,28.88,"[30.41, 28.26, 28.63, 26.23, 29.76]",10,0
385th,Bonnie,Lee,29.46,27.65,29.13,"[31.6, 27.98, 29.11, 29.69, 28.58]",10,0
386th,Faith,Gonzalez,27.71,22.44,24.87,"[25.52, 22.44, 33.76, 24.85, 24.25]",10,0
387th,Kathleen,Compton,28.87,26.4,27.98,"[27.2, 30.97, 28.62, 28.13, 26.4]",10,0
388th,Ricardo,Henry,28.16,25.87,27.49,"[29.01, 27.31, 29.33, 26.16, 25.87]",10,0
389th,Jose,Brooks,28.96,25.81,28.61,"[28.68, 27.91, 25.81, 29.24, 30.02]",10,0
390th,Mary,Williams,30.46,27.93,29.34,"[29.93, 27.93, 28.93, 29.16, 31.87]",10,0
391st,Tina,Mcfarland,27.72,24.2,26.7,"[28.27, 25.84, 27.34, 24.2, 26.92]",10,0
392nd,Colleen,Stewart,29.32,27.54,27.77,"[32.34, 27.9, 27.83, 27.59, 27.54]",10,0
393rd,Jeffery,Solis,28.53,24.36,27.98,"[27.49, 28.44, 27.78, 27.71, 28.52]",10,0
394th,Brian,Braun,29.81,25.06,29.96,"[32.16, 31.2, 29.06, 29.61, 28.55]",10,0
395th,Kayla,Bean,29.63,27.1,29.0,"[27.1, 27.25, 32.13, 27.61, 'DNF']",9,1
396th,Gerald,Williams,29.57,27.25,29.45,"['DNF', 27.25, 29.84, 29.83, 28.68]",9,1
397th,Caitlyn,Gonzalez,29.35,25.41,28.94,"[29.55, 31.6, 25.41, 27.66, 29.62]",10,0
398th,William,Mccoy,29.22,25.82,27.49,"[27.13, 27.11, 31.26, 25.82, 28.24]",10,0
399th,Scott,Perry,29.8,27.06,28.44,"[28.0, 27.06, 31.74, 30.11, 27.22]",10,0
400th,Dustin,Vega,31.51,29.23,31.41,"[29.23, 34.13, 29.47, 31.53, 33.22]",10,0
401st,David,Stevens,31.17,29.56,30.51,"[31.35, 31.83, 30.08, 30.1, 29.56]",10,0
402nd,Robert,Garza,32.55,29.73,31.91,"[29.73, 32.39, 34.89, 31.13, 32.21]",10,0
403rd,Karen,Dickerson,29.98,27.07,28.61,"[29.26, 27.68, 29.31, 27.07, 28.88]",9,1
404th,Henry,Hunter,21.89,16.83,20.7,"[16.83, 20.16, 22.76, 20.9, 21.04]",21,4
