The Milwaukee Cup Sponsored by GAN
Top 64 Qualify.
Rank,First Name,Last Name,AO5,Scores
313th,Monica,Mack,26.51,"[25.26, 27.89, 25.36, 29.28, 26.29]"
314th,John,Tucker,26.52,"[23.73, 26.56, 28.54, 27.07, 25.92]"
315th,Sharon,Dickson,26.59,"[24.97, 'DNF', 27.32, 27.47, 22.19]"
316th,Pamela,Robinson,26.6,"[28.88, 24.5, 28.81, 24.42, 26.48]"
317th,Anita,Butler,26.61,"[25.67, 24.82, 27.38, 'DNF', 26.78]"
318th,Kimberly,Fisher,26.62,"[28.67, 24.21, 29.2, 26.65, 24.53]"
319th,Richard,Brown,26.62,"[25.24, 25.96, 31.43, 27.88, 26.01]"
320th,Cody,Howard,26.65,"[25.6, 22.61, 26.86, 28.26, 27.48]"
321st,Luke,Dawson,26.66,"[21.73, 27.75, 25.29, 27.86, 26.93]"
322nd,Susan,Page,26.67,"[26.13, 26.47, 28.56, 27.4, 24.19]"
323rd,Anthony,Elliott,26.68,"[28.6, 25.43, 27.66, 26.25, 26.14]"
324th,Ana,Mitchell,26.68,"[28.77, 24.98, 21.82, 26.9, 28.16]"
325th,Ronald,Ward,26.68,"[29.62, 28.07, 20.53, 26.01, 25.97]"
326th,David,Khan,26.7,"[22.34, 29.34, 23.93, 28.95, 27.23]"
327th,Barbara,Peterson,26.76,"[25.89, 28.09, 26.07, 26.12, 28.94]"
328th,Jeremy,Ferguson,26.76,"[27.24, 20.56, 27.31, 25.72, 28.24]"
329th,Yvonne,Ross,26.77,"[26.67, 26.12, 27.97, 27.52, 23.19]"
330th,Carolyn,Fuentes,26.79,"[28.13, 26.85, 25.93, 27.39, 26.12]"
331st,Brandon,Martinez,26.83,"[21.74, 28.15, 27.83, 28.02, 24.65]"
332nd,Lindsay,Harris,26.85,"[26.76, 28.8, 26.74, 27.04, 23.14]"
333rd,Anthony,Holmes,26.86,"[25.77, 29.47, 29.36, 25.46, 25.04]"
334th,Lori,Dixon,26.89,"[27.09, 31.2, 21.28, 28.07, 25.51]"
335th,Bruce,Phillips,26.9,"[26.97, 27.52, 29.14, 25.72, 26.2]"
336th,Kimberly,Roberts,26.91,"[30.11, 25.84, 27.64, 23.78, 27.24]"
337th,Nicholas,Smith,26.93,"[26.64, 27.51, 24.63, 26.65, 28.52]"
338th,Krystal,Smith,26.93,"[27.06, 26.92, 22.99, 'DNF', 26.82]"
339th,Jeff,Miller,26.99,"[27.33, 28.7, 26.72, 22.94, 26.91]"
340th,Kimberly,Graves,26.99,"[27.31, 27.87, 24.49, 28.16, 25.79]"
341st,David,Lee,27.0,"[26.69, 27.71, 28.61, 26.59, 24.99]"
342nd,Rebecca,Williams,27.04,"[30.45, 27.0, 25.03, 25.98, 28.15]"
343rd,Lindsey,Bradshaw,27.11,"[24.53, 26.82, 28.92, 26.0, 28.5]"
344th,Joshua,Obrien,27.11,"[27.32, 25.86, 25.61, 31.88, 28.15]"
345th,Kayla,Malone,27.13,"[26.9, 26.34, 27.02, 27.47, 28.66]"
346th,Lori,Sutton,27.16,"[27.66, 27.67, 26.91, 24.21, 26.92]"
347th,Brittany,Carrillo,27.23,"[25.39, 26.55, 30.05, 28.39, 26.76]"
348th,Kevin,Dougherty,27.24,"[26.72, 'DNF', 27.37, 25.04, 27.62]"
349th,Daniel,Hoffman,27.25,"[27.35, 28.29, 24.66, 26.33, 28.08]"
350th,Christopher,Caldwell,27.28,"[25.87, 28.26, 26.96, 27.88, 27.0]"
351st,Lisa,Brady,27.28,"[27.36, 29.88, 23.9, 26.41, 28.08]"
352nd,Rickey,Murphy,27.31,"[25.42, 26.99, 27.32, 27.63, 30.91]"
353rd,Evan,Elliott,27.31,"[26.89, 26.19, 28.86, 23.56, 30.42]"
354th,David,Johnson,27.39,"[26.88, 27.79, 27.49, 31.42, 26.73]"
355th,David,Stevens,27.43,"[26.37, 33.24, 26.05, 27.81, 28.1]"
356th,Samuel,Gallagher,27.46,"[29.89, 28.27, 25.95, 28.0, 26.12]"
357th,Joshua,Figueroa,27.49,"[26.09, 24.13, 27.9, 29.69, 28.49]"
358th,Daniel,Phillips,27.5,"[30.38, 23.78, 25.58, 26.54, 31.49]"
359th,Julie,Hall,27.53,"[24.39, 26.69, 30.8, 25.82, 30.09]"
360th,John,Bennett,27.54,"[27.98, 28.51, 27.19, 27.45, 26.38]"
361st,Michael,Thompson,27.57,"[28.88, 'DNF', 26.04, 27.04, 26.78]"
362nd,Debra,Martin,27.61,"[27.46, 29.33, 26.18, 20.4, 29.18]"
363rd,Robert,Roy,27.64,"[26.33, 31.05, 27.99, 26.68, 28.26]"
364th,Caitlyn,Gonzalez,27.67,"[30.85, 27.04, 28.31, 25.1, 27.65]"
365th,Chelsea,Johnston,27.72,"[28.64, 29.65, 27.31, 22.77, 27.22]"
366th,Wayne,Baker,27.74,"[24.44, 29.74, 27.89, 26.59, 28.73]"
367th,Diane,White,27.8,"[27.23, 29.08, 22.91, 29.7, 27.1]"
368th,Kayla,Bean,27.83,"[31.18, 26.2, 28.39, 27.99, 27.12]"
369th,Aimee,Stewart,27.84,"[27.21, 29.19, 28.48, 26.57, 27.82]"
370th,Ricardo,Flowers,27.87,"[28.55, 28.81, 27.54, 24.02, 27.52]"
371st,Lee,Nicholson,27.88,"[30.19, 27.41, 28.06, 27.96, 27.62]"
372nd,Tina,Mcfarland,27.88,"[27.63, 27.18, 24.65, 28.84, 29.45]"
373rd,Tonya,Molina,27.93,"[27.68, 26.56, 29.57, 29.56, 24.14]"
374th,Scott,Perry,27.93,"[28.17, 28.41, 27.22, 26.4, 29.73]"
375th,Colin,Rojas,28.07,"[27.63, 27.42, 27.03, 29.16, 29.93]"
376th,Cynthia,Moyer,28.09,"[26.46, 28.81, 30.57, 26.06, 28.99]"
377th,Jaime,Sullivan,28.12,"[25.0, 28.53, 28.02, 27.9, 28.44]"
378th,David,Reeves,28.18,"[28.2, 29.29, 27.72, 26.39, 28.63]"
379th,Alexander,Esparza,28.36,"[31.06, 30.56, 25.4, 27.69, 26.83]"
380th,Colleen,Stewart,28.39,"[27.52, 25.73, 28.84, 29.89, 28.81]"
381st,William,Peterson,28.41,"[28.85, 29.34, 28.03, 28.35, 27.01]"
382nd,Taylor,Martinez,28.5,"[29.37, 28.68, 26.37, 29.49, 27.45]"
383rd,Jack,Wilson,28.55,"[30.45, 27.18, 29.72, 27.34, 28.59]"
384th,Mary,Williams,28.8,"[29.94, 27.93, 27.91, 28.52, 31.05]"
385th,Jeremiah,Allen,28.9,"[30.92, 30.22, 24.65, 30.69, 25.8]"
386th,Sarah,Barron,28.93,"[29.46, 29.78, 27.56, 26.06, 31.06]"
387th,Richard,Romero,28.98,"[28.25, 31.62, 26.77, 27.93, 30.76]"
388th,Wendy,Oconnor,29.21,"[28.49, 30.61, 30.19, 27.07, 28.95]"
389th,Bonnie,Lee,29.27,"[27.54, 27.89, 29.87, 30.06, 31.49]"
390th,Jennifer,Mitchell,29.29,"[31.92, 28.77, 'DNF', 25.33, 27.19]"
391st,Alex,Donaldson,29.34,"[27.81, 30.39, 31.77, 28.5, 29.14]"
392nd,Caitlin,Rivera,29.37,"[31.8, 27.7, 27.26, 30.86, 29.55]"
393rd,Robert,Phillips,29.74,"[31.15, 28.37, 31.55, 28.56, 29.51]"
394th,Brian,Braun,29.89,"[27.95, 35.32, 29.49, 27.01, 32.24]"
395th,Jose,Brooks,29.94,"[25.74, 31.27, 30.15, 'DNF', 28.39]"
396th,Jeffery,Solis,30.07,"[32.55, 'DNF', 29.35, 28.31, 25.23]"
397th,William,Mccoy,30.22,"[31.57, 'DNF', 27.44, 29.53, 29.56]"
398th,Gerald,Williams,30.54,"[26.21, 30.51, 33.26, 30.91, 30.2]"
399th,Dustin,Vega,30.61,"[30.3, 30.46, 30.26, 31.73, 31.08]"
400th,Karen,Dickerson,31.41,"[30.69, 32.6, 'DNF', 27.99, 30.93]"
401st,Robert,Garza,33.12,"[33.68, 35.43, 27.0, 33.68, 32.01]"
402nd,Tiffany,Dixon,DNF,"['DNF', 21.91, 21.44, 'DNF', 23.83]"
403rd,Donna,Adams,DNF,"[29.07, 26.21, 29.01, 'DNF', 'DNF']"
404th,Lindsay,Reeves,DNF,"[26.27, 23.84, 26.55, 'DNF', 'DNF']"
